ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,Factor
GO:0035195,miRNA-mediated post-transcriptional gene silencing,215,-0.4484227698879071,-2.25114611900127,1e-10,5.0225e-8,NA,4410,"tags=58%, list=29%, signal=41%",442892/4343/406959/100126327/406882/693139/407039/406903/100302135/442905/693135/442919/5936/100302289/693198/406920/406963/693178/693120/84944/406973/406932/693182/693189/693166/114614/407016/494328/100126315/574436/100126296/100302157/100126345/442891/664612/442914/442903/407051/574409/693141/406978/407055/693143/574413/406900/406966/724026/768218/407034/693159/100302250/406961/54487/693121/768212/407007/574452/494326/406987/406911/574457/574434/100126348/406976/406943/100126335/574450/768214/724027/100126318/406885/664615/100302217/442900/406913/574453/442898/406992/724024/406956/574408/494337/407054/407037/407975/494330/724031/442907/406968/574454/407017/407023/494331/100126308/406937/574435/619555/406929/693209/406890/768220/724025/406946/100302149/693175/693233/724029/406954/407050/407011/406941/100126333/55384/100126297/100302256/407014/406924/407019/693160/100302209/406893/283131/693186/407046,Factor9
GO:0035194,regulatory ncRNA-mediated post-transcriptional gene silencing,225,-0.43302570498784526,-2.170289695165195,1e-10,5.0225e-8,NA,3613,"tags=48%, list=24%, signal=37%",406973/406932/693182/693189/693166/114614/407016/494328/100126315/574436/100126296/100302157/100126345/442891/664612/442914/442903/407051/574409/693141/406978/407055/693143/574413/406900/406966/724026/768218/407034/693159/100302250/406961/54487/693121/768212/407007/574452/494326/406987/406911/574457/574434/100126348/406976/406943/100126335/574450/768214/724027/100126318/406885/664615/100302217/442900/406913/574453/442898/406992/724024/406956/574408/494337/407054/407037/407975/494330/724031/442907/406968/55124/574454/407017/407023/494331/100126308/406937/574435/619555/406929/693209/406890/768220/724025/406946/100302149/54456/693175/693233/724029/406954/407050/407011/406941/100126333/55384/100126297/100302256/407014/406924/407019/693160/100302209/406893/283131/693186/378938/407046,Factor9
GO:0016441,post-transcriptional gene silencing,229,-0.42842981257288804,-2.1581045116342144,1e-10,5.0225e-8,NA,3613,"tags=47%, list=24%, signal=36%",406973/406932/693182/693189/693166/114614/407016/494328/100126315/574436/100126296/100302157/100126345/442891/664612/442914/442903/407051/574409/693141/406978/407055/693143/574413/406900/406966/724026/768218/407034/693159/100302250/406961/54487/693121/768212/407007/574452/494326/406987/406911/574457/574434/100126348/406976/406943/100126335/574450/768214/724027/100126318/406885/664615/100302217/442900/406913/574453/442898/406992/724024/406956/574408/494337/407054/407037/407975/494330/724031/442907/406968/55124/574454/407017/407023/494331/100126308/406937/574435/619555/406929/693209/406890/768220/724025/406946/100302149/54456/693175/693233/724029/406954/407050/407011/406941/100126333/55384/6895/100126297/100302256/407014/406924/407019/693160/100302209/406893/283131/693186/378938/407046,Factor9
GO:0060070,canonical Wnt signaling pathway,297,0.4093251883933662,2.100364471064851,1e-10,5.0225e-8,NA,3903,"tags=45%, list=26%, signal=34%",8321/2776/3516/2308/1601/4811/10023/55031/1654/10413/5495/8322/2131/2309/100113407/65125/79718/9736/2737/55681/80114/2535/53944/80351/84327/6423/7855/25928/10159/83595/169200/5728/26524/9096/219771/144165/7474/9679/79705/27122/6422/259266/26108/6907/5868/63923/27303/51176/23401/8658/4040/1540/351/55366/324/6659/1291/2932/55737/23394/8324/2247/4088/1277/27185/9101/9525/3087/1958/1909/4041/6591/3670/81029/3728/81847/10146/9839/9113/8323/26585/2719/7976/51339/7162/6478/2255/331/8945/5523/1499/6714/2625/80139/4790/4089/6382/153090/6789/1000/84133/51366/83999/84870/4163/8434/7091/1456/27123/5754/64321/3484/9314/1432/25937/4929/3487/283149/55959/85458/25805/64750/122011/115908/4300/6662/1452/90780/284654/1500/120892/1910/7472/607/3836,Factor9
GO:0071375,cellular response to peptide hormone stimulus,286,0.40449070168537044,2.0696981803066237,1e-10,5.0225e-8,NA,3391,"tags=41%, list=23%, signal=32%",5573/9475/2308/6654/5290/5925/64710/7532/5781/114882/4691/6093/1545/23433/5305/8452/1979/3624/6548/26060/23411/5166/5295/143686/3416/3716/10890/490/5286/23484/5530/25948/5167/6667/54741/2200/55625/2195/5566/9882/5872/8615/4921/2729/5591/10499/30837/185/79837/142/1176/8648/6198/2303/4780/324/1291/8396/4303/2932/55023/8503/9663/8036/677/3667/6655/1909/4067/5578/4644/23191/6776/6774/3717/2241/5580/23038/5584/11031/1398/5594/2885/858/3643/5910/5170/2778/6714/4690/4790/5795/132864/5140/94056/3480/8412/5562/57727/990/7351/6844/2887/9370/6653/252983/8660/2353/3484/23235/6777/5786/4929/3638/6885/5579/55777,Factor9
GO:0016055,Wnt signaling pathway,426,0.3848131117784611,2.0524581310051775,1e-10,5.0225e-8,NA,3993,"tags=43%, list=27%, signal=32%",8321/10009/2776/3516/2308/1601/25987/4811/10023/29969/55031/1654/10413/5495/8322/2131/8452/2309/100113407/65125/23213/79718/5879/9736/2737/123169/55681/80114/2535/53944/80351/84327/2239/6423/7855/25928/10159/51444/83595/6801/169200/5728/81839/387914/26524/9096/4920/219771/144165/7474/9646/9679/23168/79705/27122/6422/259266/26108/6907/5868/63923/7097/27303/51176/23291/2300/54764/23401/8658/4040/1540/351/55366/10927/324/1457/6659/1291/2932/55737/23394/8324/2247/154810/4088/1277/27185/9101/9525/3087/1958/4286/1909/4041/7074/6591/3670/5311/81029/3728/81847/10146/9839/9113/8323/26585/2719/57326/7976/51339/7162/6478/29117/2255/331/8945/5523/1499/6714/2625/80139/4790/4089/6382/153090/79577/6789/1000/84133/51366/83999/84870/4163/8434/7091/3090/5562/1456/27123/8932/166336/4035/5754/64321/2887/57216/3484/25/9314/1432/25937/4929/3487/283149/9968/55959/85458/25805/64750/122011/115908/1642/4300/80319/6662/1452/90780/284654/51421/1500/59349/84100/120892/1910/8861/7472/607/51473/3836/11063/898/6788/59343,Factor9
GO:0030522,intracellular receptor signaling pathway,334,0.3884843128937633,2.0292905512893955,1e-10,5.0225e-8,NA,4317,"tags=44%, list=29%, signal=32%",57590/10333/7026/1601/9420/51284/5469/27086/51311/5537/1654/6397/5608/23411/57142/3428/7098/9975/6049/26065/8887/9575/8805/54941/51296/79184/55625/5165/23019/8202/6422/5915/23369/5591/10499/9611/56829/7068/10728/4734/55601/329/1540/5610/142/26057/8648/7421/3920/140609/7110/5740/2908/51114/5515/57178/55252/56937/51569/81035/4824/6591/3670/114548/92610/1488/9113/56919/6774/3717/8031/131566/57617/118788/7533/55809/167465/7189/2104/5594/331/9958/2150/6714/79039/5241/56603/23151/6256/8767/5467/247/8678/29110/51366/25959/25921/4848/9698/5058/3174/79876/84282/2033/148022/5914/2063/55325/4929/6885/3843/3301/5371/5465/7105/80216/83737/3146/7182/11240/1452/10924/1655/4615/1399/133522/6095/57162/5538/81606/1592/2494/81622/81/54206/5599/84243/23180/5547/81790/5458/85364/405/6096/2288/64135/7337,Factor9
GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,332,0.38385418363138335,2.0017425057914706,1e-10,5.0225e-8,NA,3470,"tags=39%, list=23%, signal=31%",6386/8321/3516/7321/1601/7048/23592/27250/860/2131/7046/3624/3791/26060/23411/23213/5045/3693/28996/51232/4092/5796/659/81031/90/4090/1278/8239/3096/50515/6423/25928/9392/161742/54756/91/4756/2200/26524/1281/7474/200734/27122/6422/7049/10252/7042/11167/51176/392255/6498/3066/79685/142/6664/2627/54829/4015/4053/2734/163126/4088/2022/4052/11171/57178/56937/8754/1958/51592/9372/51742/375567/9839/3077/9113/6774/26585/2719/57045/60436/54778/2255/331/858/3326/5170/9958/4087/1954/151556/6714/6868/56963/80139/4089/93649/3622/8516/7323/92/3209/25942/1386/654/2662/3248/94/3309/2033/6935/53918/6653/51496/135228/2353/93/25/4488/283149/6885/65997/23090/10220/25805/5371/5465/658/64750,Factor9
GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway,354,0.3794109467007246,1.9930246666900568,1e-10,5.0225e-8,NA,3470,"tags=39%, list=23%, signal=31%",6386/8321/3516/7321/1601/7048/23592/27250/860/2131/7046/3624/3791/26060/23411/23213/5045/3693/28996/51232/4092/5796/659/81031/90/4090/1278/8239/3096/50515/6423/25928/9392/161742/54756/91/151742/4756/2200/26524/1281/7474/200734/27122/6422/7049/10252/7042/11167/51176/392255/6498/3066/79685/142/6664/2627/54829/4015/4053/2734/163126/4088/2022/4052/11171/57178/56937/8754/1958/51592/26035/9372/51742/375567/9839/3077/9113/6774/3717/26585/2719/57045/60436/54778/2255/331/858/3326/5170/9958/4087/6711/1954/151556/6714/6868/56963/80139/4089/93649/3622/8516/8678/7323/92/3209/25942/1386/654/2662/3248/94/3309/2033/6935/4035/53918/6653/51496/135228/2353/93/25/1432/4488/25937/283149/6885/11117/65997/23090/10220/25805/5371/5465/658/64750,Factor9
GO:0043434,response to peptide hormone,398,0.3684237900325303,1.9598056087607683,1e-10,5.0225e-8,NA,3482,"tags=38%, list=23%, signal=30%",5573/9475/2308/6654/5290/5925/64710/7532/5781/114882/4691/6093/1545/23433/5305/8452/1979/3624/6548/26060/23411/5166/5295/143686/2770/23607/3416/3716/10890/490/5286/23484/5530/25948/5167/84327/6667/8805/54741/2200/1281/55625/2195/5566/9882/6387/5872/8615/1959/4921/2729/7049/5591/10499/4048/7097/30837/6814/4040/185/79837/1385/1147/142/1176/8648/6198/2303/8792/6938/4780/324/1291/8396/7832/4303/9365/2932/55023/4088/8503/9663/1277/8036/677/3667/6655/1958/1909/4041/4067/5578/4644/23191/3784/6776/6774/3717/2241/5580/23038/5584/11031/1513/1398/5594/2885/858/3643/5910/5170/2778/6714/4690/3488/4790/54765/5795/132864/5140/94056/3480/8412/5562/57727/5743/990/7351/6844/6272/1605/2887/9370/6653/252983/8660/2353/3484/9852/23235/1432/83667/3030/6777/5786/4929/3638/6885/5579/55777/4747/5465/9734,Factor9
