ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,Factor
GO:0002181,cytoplasmic translation,150,0.5312709320135476,2.2968669272710964,1e-10,6.027000000000001e-7,NA,3215,"tags=53%, list=21%, signal=42%",6161/6156/6206/6170/6202/9349/6188/6168/8667/26986/6222/6133/6232/4904/3921/6224/6155/6146/6125/51386/6167/6169/6217/6124/6135/6230/6201/6194/6129/6210/6138/6165/10642/6152/6130/6164/6142/6189/6235/6227/3646/6205/6160/6136/6143/24140/9045/6159/6223/6128/6204/6122/6187/6233/2197/6134/6175/7812/6132/6137/23521/6154/6234/51389/9567/55124/6176/22849/8661/1936/5936/8664/6141/4733/8893/6207/6191/23057/6451,Factor5
GO:0042398,cellular modified amino acid biosynthetic process,40,-0.6163161948804561,-2.038690118968218,3.4382408252090896e-5,0.04050364232141697,NA,2589,"tags=52%, list=17%, signal=44%",10588/34/2643/6470/4522/8985/5352/81490/471/1152/4258/79094/2593/23657/5359/376497/2628/55349/8424/6506/501,Factor5
GO:0030593,neutrophil chemotaxis,74,-0.49726217265310874,-1.8912840896067407,6.65037982078642e-5,0.04050364232141697,NA,2700,"tags=39%, list=18%, signal=32%",6283/728/6279/23396/6280/6288/57118/2919/7060/682/6374/1800/3627/1906/2921/64065/5478/3672/5879/1907/5142/6373/2920/1803/7042/4192/3958/7130/10451,Factor5
GO:0071621,granulocyte chemotaxis,109,-0.4634049609480879,-1.8575719512086606,2.3703547028684337e-5,0.04050364232141697,NA,2700,"tags=35%, list=18%, signal=29%",6283/728/6279/23396/6280/6370/6288/7057/57118/2919/57402/7060/682/6374/1800/6347/3627/1906/2921/64065/5478/3672/5879/1907/5142/6373/84818/2920/7422/7857/1803/5919/7042/4192/3958/7130/301/10451,Factor5
GO:0097530,granulocyte migration,130,-0.42903881084352025,-1.7746128338998481,7.392401950150766e-5,0.04050364232141697,NA,2700,"tags=32%, list=18%, signal=27%",6283/728/6279/23396/6280/6370/6288/255231/7057/57118/2919/57402/7060/682/6374/1800/2526/6347/3627/1906/2921/64065/5478/3672/5657/5879/1907/5142/6373/84818/2920/7422/7857/1803/4615/5919/7042/4192/3958/7130/301/10451,Factor5
GO:0043123,positive regulation of canonical NF-kappaB signal transduction,200,-0.3889226505270795,-1.7044650695202084,5.098502677086976e-5,0.04050364232141697,NA,3931,"tags=42%, list=26%, signal=31%",9218/7334/10769/9966/3553/114609/124583/51704/6398/54602/2150/1902/4142/29775/3162/3661/11040/51135/54862/339123/79594/57506/23390/3987/23476/5536/4055/10758/8837/3611/6283/5587/7105/84851/2319/56674/8740/6275/148022/10616/6737/57153/8737/7098/8454/1906/8717/55128/80762/10392/56829/8795/3656/7132/11043/841/7189/9516/6285/22954/3956/51523/4057/834/80216/1491/684/7422/222068/1910/114769/7188/92610/10783/4615/117854/330/7037/60401/2697/85363/55504/6284/4919,Factor5
GO:0097529,myeloid leukocyte migration,201,-0.38425435312276573,-1.6849836424698637,5.55708088334336e-5,0.04050364232141697,NA,2700,"tags=30%, list=18%, signal=25%",6283/728/6279/23396/6280/6370/6288/255231/7057/727/57118/2919/928/57402/140885/2321/7060/682/2185/3146/6374/1800/2526/6347/3627/84675/1906/80310/2921/64065/57509/5478/3672/5295/5657/5879/4067/1907/5142/6373/84818/2920/5054/7422/7857/79148/4254/1910/4313/1803/4615/5919/7042/4323/4192/23075/3958/7130/301/10451,Factor5
GO:0006364,rRNA processing,189,0.37375869629324726,1.6765739264966668,4.805415151242691e-5,0.04050364232141697,NA,3343,"tags=32%, list=22%, signal=25%",51013/345630/55636/22984/56915/6202/23560/10360/6232/6155/10557/6125/6217/6135/6230/9188/6201/6194/23246/6129/10556/6165/54913/25879/705/6130/54512/10171/6227/10436/79707/9045/23016/55505/6223/29081/54663/65083/9092/84154/83732/404672/4839/51504/6154/63899/6234/84128/23481/1662/9221/10607/27341/285855/51010/10885/11056/55646/27043/9326/11224,Factor5
GO:0003018,vascular process in circulatory system,249,-0.3609193510364404,-1.6286393715702148,7.334626722469455e-5,0.04050364232141697,NA,2174,"tags=27%, list=14%, signal=23%",2643/10242/100506658/7082/147/3356/9498/9475/583/54795/6513/7122/8985/9590/10060/84879/64849/2132/3676/5592/3764/3778/1906/5139/1003/477/3672/6338/5021/8850/6529/9732/57419/1907/6546/53919/1889/8714/6584/7422/8671/1621/1910/4313/3269/284/23576/4035/7037/5286/490/133/1956/153/10991/6536/376497/146/482/6640/134/2171/6508/6506/6507/5028/81031,Factor5
GO:0042254,ribosome biogenesis,261,0.3481634492315915,1.6223407890536858,6.651514114857976e-5,0.04050364232141697,NA,3343,"tags=30%, list=22%, signal=24%",51013/345630/55636/6206/22984/56915/6202/23560/10360/6232/3921/6155/10557/6125/23195/6169/6217/6135/6230/9188/6201/6194/23246/6129/10556/6210/6165/54913/25879/705/6152/6130/6189/54512/10171/6227/6205/10436/79707/9045/23016/55505/6223/29081/54663/65083/9092/6233/2197/81875/84154/83732/404672/4839/51504/6154/63899/6234/84128/23481/1662/83939/9221/26574/26609/10607/29889/26155/27341/285855/51010/10885/6207/11056/6191/55646/27043/9326/11224,Factor5
