gene,score
FUS_RNA,1.1357145309448242
MUC6_RNA,1.0790796279907227
DOT1L_RNA,1.06571364402771
SRRM2_RNA,1.037441611289978
CD248_RNA,1.025758147239685
LENG8_RNA,1.0155164003372192
ADAMTS14_RNA,1.0065218210220337
EHD2_RNA,0.9966862797737122
TAF15_RNA,0.9828067421913147
PLEKHG2_RNA,0.9767577052116394
ATN1_RNA,0.9626644253730774
PRR12_RNA,0.9550679326057434
BGN_RNA,0.939726710319519
NOTCH3_RNA,0.9290743470191956
COL7A1_RNA,0.9078078866004944
TNRC18_RNA,0.9050929546356201
LTBP4_RNA,0.9004978537559509
GRIN2D_RNA,0.8989788889884949
SSC5D_RNA,0.8981134295463562
KDM6B_RNA,0.8951482772827148
PLXNA3_RNA,0.8935452103614807
ZNF703_RNA,0.8915560841560364
FOXP4_RNA,0.8914738893508911
BCL3_RNA,0.889478862285614
FBRSL1_RNA,0.8814637660980225
COL27A1_RNA,0.8809666633605957
PALM3_RNA,0.8783494234085083
BRD4_RNA,0.8772971630096436
HNRNPD_RNA,0.8733149170875549
GIGYF1_RNA,0.8720765113830566
CHERP_RNA,0.8713500499725342
CEACAM19_RNA,0.8706530332565308
FAM20C_RNA,0.8686419129371643
CNOT3_RNA,0.8665986657142639
ANKRD11_RNA,0.8591476678848267
MC1R_RNA,0.8591066002845764
NCOR2_RNA,0.855725884437561
HIC1_RNA,0.8550955057144165
BCL9L_RNA,0.8549695611000061
YJEFN3_RNA,0.8430105447769165
POM121C_RNA,0.841858446598053
SAFB_RNA,0.8398258090019226
NFIC_RNA,0.8343369960784912
C1QTNF6_RNA,0.8318403363227844
MLXIP_RNA,0.8247916102409363
SETD1A_RNA,0.8232939839363098
COL5A1_RNA,0.8231656551361084
SETD1B_RNA,0.8216949105262756
HNRNPA2B1_RNA,0.81812584400177
PABPC1L_RNA,0.8050373196601868
LPAR2_RNA,0.8039777278900146
TTYH3_RNA,0.8035730719566345
TRIM56_RNA,0.8025580644607544
HNRNPUL2_RNA,0.8001866340637207
ADAMTS7_RNA,0.7985553741455078
PTPN23_RNA,0.7970900535583496
MDC1_RNA,0.7963091731071472
GSDMB_RNA,0.7959768772125244
SOX12_RNA,0.7946540117263794
ADAM12_RNA,0.7944326400756836
MUC20_RNA,0.7916932702064514
MYH9_RNA,0.7908841967582703
TGFB1_RNA,0.788296639919281
TMEM86B_RNA,0.787097692489624
SBNO2_RNA,0.786159098148346
BCORL1_RNA,0.7839354276657104
SCAF1_RNA,0.7829867005348206
TCF7L1_RNA,0.7826492786407471
SP2_RNA,0.7819530367851257
LAMB1_RNA,0.7815034985542297
P2RY11_RNA,0.7779322266578674
CDK5RAP3_RNA,0.7770794630050659
SNRNP70_RNA,0.7763636112213135
SLC9A1_RNA,0.7759126424789429
HSPG2_RNA,0.7738296389579773
TBXA2R_RNA,0.7718809843063354
MYADM_RNA,0.7702330350875854
RECQL4_RNA,0.7675827145576477
BMP8A_RNA,0.7663054466247559
CCDC9_RNA,0.766284167766571
DMPK_RNA,0.7661832571029663
EGLN2_RNA,0.7648892998695374
LRFN1_RNA,0.7638571262359619
LIME1_RNA,0.763379693031311
LZTS1_RNA,0.7617670893669128
PNPLA7_RNA,0.7615278363227844
PLXNA1_RNA,0.7604031562805176
MNT_RNA,0.759477972984314
NASP_RNA,0.7589771151542664
AGRN_RNA,0.7565285563468933
FBRS_RNA,0.7565070390701294
ITPR3_RNA,0.7564100623130798
SRRM5_RNA,0.755492627620697
MIDN_RNA,0.7537397146224976
CIC_RNA,0.7528894543647766
LAMA5_RNA,0.7528682351112366
COL18A1_RNA,0.7503561973571777
PABPN1_RNA,0.7500344514846802
BAHCC1_RNA,0.7492579817771912
HNRNPH3_RNA,0.7492311596870422
CPSF1_RNA,0.7491182088851929
EIF5B_RNA,0.748225748538971
PPP1R13L_RNA,0.7479410171508789
SMARCA4_RNA,0.7475535869598389
MSH5_RNA,0.7473433613777161
TTLL3_RNA,0.7470367550849915
EGFL8_RNA,0.7469353675842285
SCRIB_RNA,0.7462136149406433
ZBTB12_RNA,0.7456479668617249
PXDN_RNA,0.7435606718063354
LTBP3_RNA,0.7427018284797668
DOCK6_RNA,0.7417872548103333
IDUA_RNA,0.741215169429779
ANP32B_RNA,0.7391216158866882
HNRNPA3_RNA,0.7389540076255798
PCGF2_RNA,0.738907516002655
SKI_RNA,0.7382606863975525
ZBTB7A_RNA,0.737076997756958
GAR1_RNA,0.7370375990867615
EP400_RNA,0.7367027997970581
ZNF628_RNA,0.7362015843391418
MICALL2_RNA,0.7359349131584167
SPRED3_RNA,0.734591543674469
ATXN2L_RNA,0.7341558933258057
TNFRSF25_RNA,0.7334726452827454
WIZ_RNA,0.7322614789009094
TNKS1BP1_RNA,0.7317322492599487
ZYX_RNA,0.7293994426727295
RFX1_RNA,0.7292658090591431
ZMIZ2_RNA,0.7290151119232178
MIAT_RNA,0.7278598546981812
COL1A1_RNA,0.7272694706916809
GPR4_RNA,0.7264143228530884
ZFP41_RNA,0.7262848615646362
SF3A2_RNA,0.7251750826835632
PNN_RNA,0.7220184803009033
ZC3H3_RNA,0.7212883830070496
HIVEP3_RNA,0.7211528420448303
SEMA3F_RNA,0.7205549478530884
ADRA1D_RNA,0.7194451093673706
ZDHHC8_RNA,0.7193262577056885
SH2B2_RNA,0.7176664471626282
REXO1_RNA,0.7156305909156799
RAI1_RNA,0.7146021723747253
MBD6_RNA,0.7116621732711792
PLVAP_RNA,0.7108772993087769
TRAM2_RNA,0.7068734169006348
PPRC1_RNA,0.7067564725875854
PHLDA2_RNA,0.7056524157524109
ZNF579_RNA,0.7047621011734009
C2orf66_RNA,0.7006867527961731
INE1_RNA,0.6999434232711792
CHTF18_RNA,0.699544370174408
