ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,factor
GO:0002696,positive regulation of leukocyte activation,321,0.3833152552115127,2.0595387442878725,1e-10,1.2054000000000002e-7,NA,3645,"tags=38%, list=24%, signal=30%",2255/3113/64410/6599/59067/11006/10326/558/6363/115352/10859/3601/1947/3594/29126/1960/3929/3109/604/199/3111/1050/7412/10148/3122/30835/6604/100/2214/3146/8660/114548/920/3108/3596/6929/55012/596/972/3606/941/79576/9760/3603/942/3635/7305/4773/7704/207/6469/3559/2625/8289/3458/3071/115650/81704/939/4067/345611/3115/952/695/6869/338339/54209/7409/29851/11151/57678/5777/567/57178/6688/84433/8772/54440/1445/3932/914/79679/3280/84868/55795/29108/3707/6188/140885/6659/80380/79915/26762/64926/3553/3479/729230/2737/916/81545/6504/3120/79155/2309/10673/7040/940/10451/3593/7532/8440/84807/126259/5530/3586/22976/4179/912/10125/6601/26228/1949/6605,F3
GO:0051251,positive regulation of lymphocyte activation,297,0.3864320579936863,2.0483273265942925,1e-10,1.2054000000000002e-7,NA,3645,"tags=38%, list=24%, signal=30%",2255/3113/64410/6599/59067/11006/10326/558/6363/115352/10859/3601/1947/3594/29126/1960/3109/604/199/3111/7412/10148/3122/30835/6604/100/2214/3146/8660/114548/920/3108/3596/6929/55012/596/972/3606/941/79576/9760/942/3635/7305/4773/7704/207/6469/3559/2625/8289/3458/3071/115650/81704/939/4067/3115/952/695/6869/7409/29851/11151/57678/5777/567/57178/6688/84433/8772/54440/1445/3932/79679/3280/84868/55795/29108/3707/6188/140885/6659/80380/79915/64926/3553/3479/729230/2737/916/81545/6504/3120/79155/2309/10673/7040/940/10451/3593/7532/8440/84807/126259/5530/3586/22976/4179/912/10125/6601/1949/6605,F3
GO:0050867,positive regulation of cell activation,339,0.3757220697980892,2.0312546376854894,1e-10,1.2054000000000002e-7,NA,3645,"tags=37%, list=24%, signal=29%",2255/3113/64410/6599/59067/11006/10326/558/6363/115352/10859/3601/1947/3594/29126/1960/3929/3109/604/199/3111/1050/7412/10148/3122/30835/79987/6604/100/2214/3146/8660/11027/114548/920/3108/3596/6929/55012/596/972/3606/941/79576/9760/3603/942/3635/7305/4773/7704/207/6469/3559/2625/8289/3458/3071/115650/81704/939/4067/345611/3115/952/695/6869/338339/5341/54209/7409/29851/11151/57678/5777/567/57178/6688/84433/8772/54440/1445/3932/914/79679/3280/84868/55795/29108/3707/6188/140885/6659/80380/79915/26762/64926/3553/3479/729230/2737/916/81545/6504/3120/79155/2309/10673/7040/940/10451/3593/7532/8440/84807/126259/5530/3586/22976/4179/912/10125/6601/26228/1949/6605,F3
GO:0030098,lymphocyte differentiation,390,0.3675707169751717,2.0186364082924606,1e-10,1.2054000000000002e-7,NA,3884,"tags=42%, list=26%, signal=32%",3578/64410/57630/5295/6599/59067/7157/5971/11006/1015/246778/558/29760/3902/6363/115352/91543/3601/3594/1960/604/3111/7412/678/27086/3122/56339/1380/6604/100/3146/10803/430/114548/920/6522/55846/6929/7301/6935/55012/931/9678/596/972/8581/3606/941/79576/10320/9760/942/3635/7704/51341/7528/6469/3559/2625/3955/6655/5316/8289/3394/3458/5450/3071/677/2322/10461/56262/939/9734/6146/930/695/10875/441478/338339/917/2207/10538/7409/2146/387357/1794/973/5777/55619/567/57178/6688/84433/8772/64218/27166/581/4914/54440/26253/8993/652/3932/914/285282/55795/6775/22806/4242/3707/915/6659/3553/2529/3702/729230/11035/2737/916/1493/3570/6504/673/2309/139818/5532/969/10673/3624/7040/9935/3087/10945/940/3726/7248/5336/80149/3593/944/84524/84807/2177/26279/114770/7001/3586/4179/912/10014/10125/6601/1054/6605/1209/2175/3549/6794/3516/96459/292/1958/8320,F3
GO:1903131,mononuclear cell differentiation,478,0.34424248834572857,1.908061397139427,1e-10,1.2054000000000002e-7,NA,3659,"tags=39%, list=24%, signal=30%",10202/3578/64410/57630/5295/6599/140685/59067/7157/5971/11006/1015/246778/558/29760/3902/6363/84456/115352/91543/10859/3601/3594/1960/604/5153/3111/1050/2908/7412/678/27086/3122/56339/1380/6604/100/1436/3146/10803/430/114548/920/6522/55846/6929/7301/6935/55012/931/9678/596/972/8581/3606/941/79576/10320/9760/942/3635/55509/1051/714/7704/51341/7528/6469/3559/2625/3955/6655/5316/8289/3394/3458/5450/3071/677/2322/5925/10461/56262/939/9734/4067/1435/6146/930/695/4693/10875/441478/338339/917/2207/10538/54209/7409/2146/387357/1794/973/5777/55619/567/57178/7226/6688/22985/84433/8772/64218/27166/23411/581/4914/54440/26253/8993/652/3932/914/1437/285282/55795/6775/22806/4242/3707/1053/915/8111/6659/3553/2529/3702/729230/11035/2737/916/1493/3570/6504/673/2309/139818/5532/969/10673/3624/7040/9935/4609/3087/10945/940/3726/7248/5336/80149/3593/944/84524/84807/2177/26279/3204/114770/796/3059/7001/5663/3586/4179/912/2623/10014/843/10125/6601/1054/7097/6605/1209,F3
GO:0070665,positive regulation of leukocyte proliferation,149,0.4750149616191235,2.3013631383440956,1.8438246918162362e-10,1.6384062254113475e-7,NA,3205,"tags=44%, list=21%, signal=35%",2255/3113/59067/6363/115352/1947/3594/29126/3109/604/199/5747/7412/10148/30835/100/1436/2214/3146/8660/3596/6929/596/972/3606/941/942/4773/6469/3559/3071/115650/4067/1435/3115/952/695/6869/11151/57678/84433/8772/54440/79679/1437/1439/3280/84868/29108/598/4828/6188/80380/79915/64926/3553/3479/729230/916/6504/10673/940/10451/3593/8440,F3
GO:0051249,regulation of lymphocyte activation,453,0.3303697096934495,1.8226464338563784,1.9029108309074883e-10,1.6384062254113475e-7,NA,3685,"tags=37%, list=25%, signal=29%",2255/3113/64410/57630/6599/59067/11006/246778/10326/558/3902/6363/115352/10859/3601/1947/3594/29126/1960/3109/604/199/3111/7412/678/10148/3122/30835/56339/868/6604/100/2214/3146/8660/430/114548/920/3108/3596/6522/6929/7301/6935/55012/7805/596/972/23495/3606/941/79576/9760/942/3635/7305/1051/4773/1511/7704/207/6469/3559/2625/7940/6655/8289/3458/3071/115650/677/9231/81704/10461/939/4067/11146/3115/930/952/695/6869/10875/441478/1739/4332/10538/7409/637/29851/11151/79626/57678/200558/5777/567/57178/6688/84433/8772/27166/54440/8993/652/1445/3932/914/79679/3280/84868/55795/29108/22806/3707/6188/140885/116449/6659/80380/79915/64926/3553/3479/933/729230/11035/2737/916/81545/1493/135/6504/673/3120/79155/2309/969/10673/3624/7040/5621/940/3726/10451/80149/3593/7532/8440/944/84524/84807/126259/2177/26279/5530/114770/7001/3586/22976/4179/912/10125/6601/1949/6605/1209/2175,F3
GO:0032946,positive regulation of mononuclear cell proliferation,134,0.48561402795192754,2.304626762520524,2.211091616837198e-10,1.665781146834724e-7,NA,3544,"tags=47%, list=24%, signal=36%",2255/3113/59067/6363/115352/1947/3594/29126/3109/604/199/7412/10148/30835/100/2214/3146/8660/3596/6929/596/972/3606/941/942/4773/6469/3559/3071/115650/1435/3115/952/695/6869/11151/57678/84433/8772/54440/79679/3280/84868/29108/598/6188/80380/79915/64926/3553/3479/729230/916/6504/10673/940/10451/3593/8440/126259/5530/4179/912,F3
GO:0050671,positive regulation of lymphocyte proliferation,131,0.48303005673924143,2.293435578269331,5.762950082376017e-10,3.859255571831139e-7,NA,3544,"tags=47%, list=24%, signal=36%",2255/3113/59067/6363/115352/1947/3594/29126/3109/604/199/7412/10148/30835/100/2214/3146/8660/3596/6929/596/972/3606/941/942/4773/6469/3559/3071/115650/3115/952/695/6869/11151/57678/84433/8772/54440/79679/3280/84868/29108/6188/80380/79915/64926/3553/3479/729230/916/6504/10673/940/10451/3593/8440/126259/5530/4179/912,F3
GO:0032944,regulation of mononuclear cell proliferation,217,0.3994949293119641,2.029785450040873,1.6886812274894366e-9,1.0177681758078836e-6,NA,3544,"tags=42%, list=24%, signal=33%",2255/3113/57630/59067/11006/246778/6363/115352/10859/1947/3594/29126/3109/604/199/7412/10148/30835/868/100/2214/3146/8660/3596/6522/6929/596/972/23495/3606/941/942/3635/7305/1051/4773/6469/3559/7940/6655/3071/115650/9231/4067/1435/11146/3115/952/695/6869/1739/4332/637/11151/57678/5777/84433/8772/54440/652/79679/3280/84868/29108/22806/598/6188/80380/79915/64926/3553/3479/933/729230/11035/916/1493/6504/10673/7040/5621/940/10451/3593/8440/944/126259/26279/5530/3586/4179/912,F3
