ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,Factor,Method,factor,neglog10_padj,Term
GO:0019646,aerobic electron transport chain,72,0.6822680546051141,2.500871447553783,1e-10,5.479090909090909e-8,NA,1765,"tags=56%, list=12%, signal=49%",6390/4709/4694/4706/4708/7381/4728/27089/4702/1350/1738/4717/1329/1345/1537/4720/4697/7386/4711/7385/1337/23479/1351/4716/4707/1327/4722/54205/4710/7388/57017/1349/4723/51103/54949/65018/9377/4713/4725/440567,F8,MOFA,NA,7.2612914936903135,aerobic electron transport chain
GO:0009060,aerobic respiration,145,0.5995143653825232,2.475756640511601,1e-10,5.479090909090909e-8,NA,1794,"tags=42%, list=12%, signal=37%",6390/4709/54539/4694/4706/27069/4708/7381/4728/3658/4191/27089/4702/1350/1738/2647/1431/1716/4717/4967/1329/1345/1537/4720/4697/7386/4711/8802/7385/1337/55967/23479/30968/1351/4716/4707/1327/5018/10105/6834/4722/54205/4710/7388/57017/1349/2395/3416/80025/4723/51103/215/54949/84277/65018/9377/4713/4725/6472/440567/3091,F8,MOFA,NA,7.2612914936903135,aerobic respiration
GO:0045333,cellular respiration,186,0.5661704722383801,2.4033084975152432,1e-10,5.479090909090909e-8,NA,1991,"tags=40%, list=13%, signal=35%",6390/4709/54539/4694/4706/27069/4708/7381/113829/55847/4728/3658/4191/27089/4702/1350/1738/2647/2108/1431/1716/4717/4967/1329/1345/1537/4720/2110/4697/7386/4711/8802/114789/7385/1337/55967/23479/30968/1351/4716/4707/1327/5018/10105/6834/51542/4722/54205/4710/7388/57017/1349/2395/3416/80025/4723/51103/215/54949/84277/93058/65018/9377/4713/4725/6472/440567/3091/27166/83943/84701/10131/5290/23530,F8,MOFA,NA,7.2612914936903135,cellular respiration
GO:0051491,positive regulation of filopodium assembly,24,0.7322437445966457,2.383351945948568,4.35022817618891e-7,3.483051763881961e-5,NA,620,"tags=38%, list=4%, signal=36%",5898/54874/8976/23433/7046/5295/139818/8829/2332,F9,MOFA,NA,4.458040071162997,positive regulation of filopodium assembly
GO:0007129,homologous chromosome pairing at meiosis,32,-0.6332737553604956,-2.28436677968248,5.775387925336855e-6,1.966568532542668e-4,NA,3742,"tags=56%, list=25%, signal=42%",84944/4292/56159/56158/11144/29893/84072/100130958/57820/4438/84690/55063/256126/9985/10734/221711/51547/4439,F9,MOFA,NA,3.7062909143513623,homologous chromosome pairing at meiosis
GO:0035195,miRNA-mediated post-transcriptional gene silencing,215,-0.4484227698879071,-2.25114611900127,1e-10,5.0225e-8,NA,4410,"tags=58%, list=29%, signal=41%",442892/4343/406959/100126327/406882/693139/407039/406903/100302135/442905/693135/442919/5936/100302289/693198/406920/406963/693178/693120/84944/406973/406932/693182/693189/693166/114614/407016/494328/100126315/574436/100126296/100302157/100126345/442891/664612/442914/442903/407051/574409/693141/406978/407055/693143/574413/406900/406966/724026/768218/407034/693159/100302250/406961/54487/693121/768212/407007/574452/494326/406987/406911/574457/574434/100126348/406976/406943/100126335/574450/768214/724027/100126318/406885/664615/100302217/442900/406913/574453/442898/406992/724024/406956/574408/494337/407054/407037/407975/494330/724031/442907/406968/574454/407017/407023/494331/100126308/406937/574435/619555/406929/693209/406890/768220/724025/406946/100302149/693175/693233/724029/406954/407050/407011/406941/100126333/55384/100126297/100302256/407014/406924/407019/693160/100302209/406893/283131/693186/407046,F9,MOFA,NA,7.299080054579713,miRNA-mediated post-transcriptional gene silencing
GO:0002062,chondrocyte differentiation,103,0.5049923304914588,2.237578745914913,1.3067909723601165e-8,2.2502940544041204e-6,NA,3536,"tags=51%, list=24%, signal=40%",1836/5925/25987/5781/64764/22856/7048/4208/860/2131/7046/23213/7227/2737/4092/4094/659/50515/6423/129642/4017/1281/5915/9451/54360/51320/392255/2734/3091/3207/4088/9321/6591/81029/85477/26585/57045/116039/130497/1499/4209/10736/1301/1386/654/94/2355/1432/4488/55959/2260/658/8091,F9,MOFA,NA,5.6477607272838375,chondrocyte differentiation
GO:0060412,ventricular septum morphogenesis,41,0.5958039501787721,2.2177467475061405,2.757398901169163e-6,1.1703410688272212e-4,NA,1498,"tags=37%, list=10%, signal=33%",8321/3516/6091/7048/6586/7046/4092/659/2535/90/7049/7042/6664/6926/6659,F9,MOFA,NA,3.931687554729212,ventricular septum morphogenesis
GO:0150116,regulation of cell-substrate junction organization,61,0.5494297936367205,2.2175907499340055,2.8169733520763436e-7,2.5724088474188065e-5,NA,3343,"tags=52%, list=22%, signal=41%",9475/9748/6093/6548/3791/5295/5879/9448/8829/5728/6422/1946/4323/4088/10395/55920/382/10982/3987/26585/22998/6714/5795/347/395/94/9647/9922/57669/25/5786/1845,F9,MOFA,NA,4.589660005395226,regulation of cell-substrate junction organization
GO:1900151,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",19,0.7210747860068997,2.213879678163445,1.7957967725698394e-5,4.705768325338445e-4,NA,2853,"tags=74%, list=19%, signal=60%",10492/26986/29883/3192/7812/23019/678/1660/3184/677/170506/10605/22849/7538,F9,MOFA,NA,3.3273694578450406,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
GO:0035279,miRNA-mediated gene silencing by mRNA destabilization,42,-0.5786209839922616,-2.200465521038263,9.63609596562484e-6,2.8609236642768924e-4,NA,3330,"tags=67%, list=22%, signal=52%",100126315/574436/442891/406978/406900/406966/406961/406987/406911/574457/100126335/406885/442900/574453/406992/574408/407054/407037/406968/407017/406937/724025/406954/407050/406941/100126333/407019/407046,F9,MOFA,NA,3.5434937299702005,miRNA-mediated gene silencing by mRNA destabilization
