"factor_id","VE_RNA","VE_METH","VE_TOTAL","Rank","Factor"
"Factor1",16.9824040594993,0.0680718364769239,17.0504758959762,1,"F1"
"Factor2",8.1696848945988,7.89170223009469,16.0613871246935,2,"F2"
"Factor3",0.596069035530922,15.0730939019606,15.6691629374915,3,"F3"
"Factor4",12.9920882003328,1.02875285397434,14.0208410543071,4,"F4"
"Factor5",3.65241455295811,7.9179015414169,11.570316094375,5,"F5"
"Factor6",4.15563586923206,0.00530782865296731,4.16094369788502,6,"F6"
"Factor7",3.32212182198518,0.234331157057899,3.55645297904308,7,"F7"
"Factor8",0.037998942844053,3.07291756258048,3.11091650542453,8,"F8"
"Factor9",2.25565451212471,0.00231850845638926,2.25797302058109,9,"F9"
