gene
SPRED2_METH
WDR1_METH
SLAIN1_METH
WDR81_METH
SALL3_METH
ARTN_METH
INMT_METH
POLQ_METH
ARHGEF7_METH
NLRP1_METH
BBS10_METH
ARAP1_METH
PTPN21_METH
ADAR_METH
POP4_METH
SLC47A2_METH
CADPS2_METH
ZNF333_METH
C1D_METH
CNOT10_METH
UQCRB_METH
OPRL1_METH
ELN_METH
TPT1_METH
ZFC3H1_METH
THAP2_METH
PPP5C_METH
SPATA7_METH
SLITRK3_METH
SP110_METH
SDF2L1_METH
IQCK_METH
RHBDF1_METH
LRRN2_METH
SLC24A3_METH
EDF1_METH
TSC22D2_METH
BEND6_METH
PMS2CL_METH
ZNF571_METH
DZIP3_METH
NOVA1_METH
PSMA3_METH
ZSCAN5A_METH
SPRY1_METH
CD200_METH
PLK3_METH
PPHLN1_METH
ZCRB1_METH
VASH2_METH
ELAC1_METH
LPXN_METH
C2orf88_METH
TRDMT1_METH
OAF_METH
HDAC7_METH
ETNK2_METH
TFB1M_METH
FBXO32_METH
GPR152_METH
FAM20C_METH
SIGLEC1_METH
PPP1R1B_METH
C18orf54_METH
TTC9_METH
KLHL17_METH
PPP2R2D_METH
DDA1_METH
NCDN_METH
KIAA0319L_METH
CNOT2_METH
RAB3A_METH
IFI27L2_METH
LAPTM4A_METH
CDKL3_METH
HNRNPH3_METH
PBLD_METH
MED16_METH
MFSD5_METH
KLHL25_METH
DVL3_METH
AKAP5_METH
CDCP2_METH
ADAT3_METH
SCAMP4_METH
SLC39A9_METH
ERH_METH
ARF6_METH
SLC41A3_METH
SIK2_METH
YIF1A_METH
WDR36_METH
EGFR_METH
TRIT1_METH
PIK3IP1_METH
SERPINE1_METH
VGLL4_METH
HSF2BP_METH
RRP1B_METH
PTX3_METH
PTBP2_METH
SFI1_METH
SOX4_METH
NAP1L1_METH
POMT1_METH
TTYH2_METH
HERC3_METH
NUDT13_METH
GPR108_METH
SEC62_METH
MDM2_METH
OXA1L_METH
TRIM27_METH
UBE2J2_METH
DIS3L_METH
GXYLT1_METH
ZNF224_METH
IFT80_METH
SMC4_METH
WRN_METH
PURG_METH
CKLF_METH
GPC5_METH
CBX7_METH
SLC19A1_METH
STXBP5_METH
HGSNAT_METH
C12orf60_METH
SFT2D1_METH
FBXL20_METH
CD274_METH
KANK2_METH
NHLRC2_METH
DCLRE1A_METH
TOP3B_METH
ZFP91_METH
POLE3_METH
C9orf43_METH
TNIK_METH
PMEPA1_METH
MTTP_METH
POLR3D_METH
DCLK3_METH
SUZ12_METH
RNF180_METH
PARP10_METH
SH3PXD2B_METH
MAPK8IP2_METH
C1QL4_METH
RAB7A_METH
ZNF429_METH
PDE2A_METH
MYSM1_METH
OSGIN2_METH
TSNAX-DISC1_METH
TUBB_METH
HSPA9_METH
ATP6V1A_METH
NAA50_METH
LYPLAL1_METH
ITGAV_METH
C5orf58_METH
RHBDL2_METH
XPO6_METH
ELP4_METH
IMMP1L_METH
C14orf119_METH
VCP_METH
ZKSCAN5_METH
HAGHL_METH
CCDC78_METH
KLHL20_METH
SEC24A_METH
MIR569_METH
MICALL2_METH
DDX17_METH
MIR320A_METH
MORN1_METH
PRIM2_METH
SSH1_METH
ARMC8_METH
EIF6_METH
CNTN1_METH
SART3_METH
ISCU_METH
DNAJA1_METH
DNTTIP2_METH
GRID2_METH
PLCL2_METH
NPM3_METH
PM20D2_METH
ABHD4_METH
TNNI3K_METH
LRRIQ3_METH
FPGT_METH
ZFP36_METH
ITPK1_METH
FAIM2_METH
TOX4_METH
RAB2B_METH
RBM28_METH
ZNF391_METH
TJP2_METH
SYNC_METH
RAB42_METH
COMMD9_METH
CTNNAL1_METH
FBXL22_METH
SULT1C4_METH
SMAGP_METH
POLDIP3_METH
LRRC69_METH
PPP3CB_METH
CAPZA2_METH
ACVR1B_METH
SLC48A1_METH
HNRNPM_METH
NCAPH_METH
MRO_METH
PLBD2_METH
COL4A2_METH
COL4A1_METH
DNM1_METH
ENHO_METH
CDK6_METH
ASXL3_METH
CHI3L2_METH
UPF1_METH
SOX11_METH
POLD3_METH
POLI_METH
ACIN1_METH
ANKRD46_METH
KRI1_METH
TIPARP_METH
SEMA3A_METH
RPL38_METH
NR3C1_METH
GALK2_METH
EXOC5_METH
C2CD4C_METH
FERMT2_METH
HES5_METH
YDJC_METH
LOXL2_METH
PXN_METH
TMF1_METH
MGC16275_METH
CREB3L1_METH
UFM1_METH
NR1H4_METH
TMEM79_METH
SMG5_METH
IFI30_METH
CBLB_METH
C10orf105_METH
PLEKHG5_METH
HEPACAM_METH
ATG2A_METH
ADAMTS6_METH
ADRM1_METH
PNPLA6_METH
SMARCA5_METH
PTTG1_METH
PGBD1_METH
ZNF766_METH
XPA_METH
SSX2IP_METH
EAF2_METH
IQCB1_METH
ZMYND11_METH
FASTKD1_METH
SCRT2_METH
FBXL12_METH
PDE1A_METH
ARPC3_METH
ATXN7L1_METH
CHSY1_METH
MIR548F1_METH
PPP1R16A_METH
RBM39_METH
AVEN_METH
CHRM5_METH
USP49_METH
BCAM_METH
RBBP5_METH
TLE1_METH
USP46_METH
HOOK2_METH
ZNF573_METH
NEXN_METH
ZNF804B_METH
TSPAN12_METH
MZF1_METH
NPAT_METH
MED11_METH
TTLL5_METH
LCA5_METH
PGRMC2_METH
S100A13_METH
