gene
DARS2_METH
CENPL_METH
ASF1B_METH
UBL7_METH
BAG4_METH
LSM1_METH
OTUD4_METH
CEBPZ_METH
RAB40C_METH
FBXO15_METH
RAB20_METH
STRN3_METH
PTPN12_METH
ANKZF1_METH
DPY19L4_METH
PCNA_METH
DPY19L3_METH
TMEM126A_METH
NR1H3_METH
KIF13B_METH
GPSM3_METH
AMZ2_METH
ZNF146_METH
ZNF565_METH
MDH1_METH
UROD_METH
HECTD3_METH
ZSWIM4_METH
UGDH_METH
RAB23_METH
C2orf15_METH
FDXACB1_METH
UBTF_METH
BIVM_METH
NECAP1_METH
IQCK_METH
FBXO8_METH
SP1_METH
SPRY2_METH
OCIAD1_METH
EMG1_METH
SPAST_METH
ATG9A_METH
POLDIP2_METH
TMEM199_METH
HNRNPA3_METH
TIPRL_METH
ICA1L_METH
EPB41L5_METH
WIZ_METH
TOR1AIP1_METH
NOTCH4_METH
NOL11_METH
SLC38A9_METH
KLHL11_METH
PDIK1L_METH
C1orf220_METH
METTL3_METH
FAM98A_METH
ILF3_METH
RB1CC1_METH
EFCAB5_METH
ACP2_METH
PSMA7_METH
LMLN_METH
XPC_METH
LSM3_METH
ENY2_METH
POU3F2_METH
ZHX2_METH
KCNQ3_METH
DPY30_METH
ROPN1L_METH
PPM1D_METH
RAB8B_METH
MEF2C_METH
SUV39H2_METH
HIP1_METH
ANO6_METH
ZBTB5_METH
SNX11_METH
C6orf62_METH
TPST1_METH
RFX5_METH
PANX1_METH
ZBED5_METH
DLST_METH
CD2BP2_METH
CDS2_METH
LYAR_METH
VASP_METH
NAGA_METH
RBM26_METH
MYO9B_METH
HAUS8_METH
SUPT5H_METH
ATG10_METH
ZNF282_METH
HSPA4_METH
ZBTB4_METH
DIAPH3_METH
GLOD4_METH
AP2A1_METH
KCNN2_METH
VPS37A_METH
CNOT7_METH
NOP16_METH
HIGD2A_METH
POLL_METH
AP4S1_METH
FLYWCH2_METH
RNF170_METH
HOOK3_METH
AKAP13_METH
LRFN4_METH
SDCBP_METH
SOX21_METH
CHPF2_METH
ZNF789_METH
CSAD_METH
ZNF740_METH
ZBTB9_METH
HAX1_METH
KPNB1_METH
DPH5_METH
RACGAP1_METH
EIF3I_METH
PLA2G15_METH
COPG2_METH
SLAIN1_METH
RSBN1L_METH
TRIAP1_METH
GATC_METH
XPR1_METH
SUPV3L1_METH
SUOX_METH
ZNF131_METH
ACBD3_METH
ATP6V1D_METH
EIF2S1_METH
RPS26_METH
RPS28_METH
PLCD1_METH
SH3BP5L_METH
MOSPD3_METH
PHF12_METH
SIRT3_METH
PSMD13_METH
WDR3_METH
GDAP2_METH
PKNOX2_METH
EDEM2_METH
PPTC7_METH
SEMA6D_METH
IDE_METH
SOS1_METH
RPL36AL_METH
MGAT2_METH
NXT1_METH
PELO_METH
ITGA1_METH
INTS3_METH
DAAM1_METH
TLE6_METH
SLC25A23_METH
RGS7BP_METH
YTHDF3_METH
TRIM37_METH
FRAT1_METH
DLEU1_METH
AQR_METH
ANXA7_METH
PIK3R3_METH
DST_METH
IPO13_METH
SAP130_METH
BEND6_METH
POLR3C_METH
RNF115_METH
PPM1J_METH
KLHL7_METH
MEIS2_METH
UQCRC2_METH
RAD23B_METH
DAD1_METH
MEX3A_METH
SEC11C_METH
SCYL2_METH
DEPDC4_METH
MALAT1_METH
YWHAH_METH
ATF1_METH
MAF1_METH
PRKRA_METH
CENPO_METH
WNK1_METH
ZFP36L2_METH
GLT8D1_METH
BCL2L13_METH
FUT8_METH
LAP3_METH
AKAP8_METH
MRPL17_METH
ALDH9A1_METH
FZD8_METH
NDUFA7_METH
SCO2_METH
C2CD3_METH
PPME1_METH
RAPH1_METH
PCYT1A_METH
UBA52_METH
POLA2_METH
PSMB9_METH
TAOK1_METH
HSF1_METH
BOP1_METH
DDX21_METH
MFN1_METH
ZIK1_METH
LRRTM1_METH
RBL1_METH
REV1_METH
CDC7_METH
BMS1_METH
PRC1_METH
CASC3_METH
GHITM_METH
LINS1_METH
ASB7_METH
DDX27_METH
TSPAN12_METH
PIN1_METH
EXOC6_METH
TADA2A_METH
KCNJ8_METH
TMOD2_METH
RNF187_METH
SCAND1_METH
TXNDC16_METH
GPR137C_METH
ARRDC4_METH
FBXO33_METH
ZNFX1_METH
SNORD12C_METH
MED10_METH
NUDCD1_METH
NRIP1_METH
YIPF2_METH
LZIC_METH
NMNAT1_METH
PUS10_METH
PEX13_METH
GALNT4_METH
NNT_METH
FOXJ2_METH
CRKL_METH
USP14_METH
UBE2T_METH
CASP7_METH
PACRGL_METH
RNASEH1_METH
KDELR2_METH
TMEM51_METH
WDR5B_METH
NSA2_METH
GFM2_METH
SF3B2_METH
ARVCF_METH
COQ5_METH
CSK_METH
GIN1_METH
ZNF514_METH
NUBP2_METH
SPSB3_METH
PREPL_METH
ARF1_METH
PIGX_METH
CAPN5_METH
TUFM_METH
DICER1_METH
PPP1R7_METH
PASK_METH
FCHSD2_METH
MEX3C_METH
TUSC2_METH
ANKMY2_METH
BZW2_METH
NCBP2_METH
PDCD6_METH
SHC1_METH
SRP72_METH
ANKRD49_METH
ALPL_METH
PLXNC1_METH
PRKCG_METH
UBL5_METH
PARS2_METH
PMS2CL_METH
EIF1_METH
