gene
TMEM106A_METH
CYP27A1_METH
RAPGEFL1_METH
B3GNT5_METH
TICAM2_METH
TOM1L1_METH
RAB27B_METH
GSX2_METH
KIAA1614_METH
MT1M_METH
ENC1_METH
KCNB1_METH
NR4A1_METH
C3orf62_METH
CUL7_METH
ZNF492_METH
MT1E_METH
MDK_METH
MMP23B_METH
ZNF467_METH
RPP25_METH
PDPN_METH
MAMDC2_METH
AOX1_METH
EID3_METH
BIRC3_METH
WWTR1_METH
GPX8_METH
ACSF2_METH
FRZB_METH
SSH3_METH
TMEM63A_METH
MT1F_METH
DPP7_METH
COL5A2_METH
CCNI2_METH
DIRC3_METH
HPD_METH
SLC10A6_METH
HSD11B2_METH
COL21A1_METH
MAB21L1_METH
VASN_METH
UCP2_METH
CHAD_METH
LLGL2_METH
AIFM2_METH
DOK7_METH
C1QL1_METH
PAM_METH
MMP23A_METH
TMBIM1_METH
NINJ1_METH
ENPP2_METH
LAMA2_METH
NFKBIZ_METH
FES_METH
MAL_METH
PMP2_METH
ALDH7A1_METH
MEOX2_METH
RIMS2_METH
MYOZ2_METH
CKMT2_METH
NPPB_METH
HCN1_METH
COL19A1_METH
PFKP_METH
SHISA2_METH
DEDD2_METH
PAH_METH
MEGF10_METH
KCNIP3_METH
CCDC30_METH
ADAM12_METH
PITX1_METH
TCEA3_METH
THBS4_METH
ACSS3_METH
ADPRH_METH
CBLN2_METH
MTMR7_METH
ACADS_METH
ZNF560_METH
LZTS2_METH
TTC12_METH
CMYA5_METH
HTR5A_METH
MCF2L2_METH
TAGLN_METH
RAB34_METH
CRIP1_METH
GBP3_METH
PPP2CB_METH
TMEM26_METH
GPR150_METH
ANXA2_METH
GMPR_METH
SLC7A11_METH
XKR8_METH
SGMS2_METH
ZNF217_METH
IQSEC1_METH
PNMT_METH
NTSR2_METH
RPL10A_METH
SLC45A3_METH
NUDT16_METH
CALHM2_METH
BBOX1_METH
ACCS_METH
PDLIM2_METH
NAALAD2_METH
AQP4_METH
KCNK1_METH
SNX31_METH
ANKRD53_METH
CFTR_METH
GATA6_METH
PIP5KL1_METH
KHNYN_METH
CBLN3_METH
ZNF177_METH
TBR1_METH
LOXL4_METH
COL8A1_METH
EML2_METH
ARAP3_METH
SPATA12_METH
VIM_METH
KY_METH
CFLAR_METH
MMP14_METH
MYADM_METH
NFATC4_METH
KHDRBS2_METH
RYR2_METH
IL10RB_METH
ACTA1_METH
MYT1_METH
PRODH_METH
TBX18_METH
IRX4_METH
LOC100131496_METH
RANBP17_METH
SEMA6A_METH
FBXO17_METH
ALDH1A1_METH
EVC2_METH
KIAA0040_METH
RSPH6A_METH
CXCR4_METH
SHROOM3_METH
STEAP3_METH
LENG9_METH
DPP6_METH
DDIT4L_METH
COL22A1_METH
TSSK3_METH
RASGRP2_METH
GRM6_METH
TBX3_METH
CRYGD_METH
ABCA5_METH
MIR577_METH
RHBDF2_METH
PTGER1_METH
MAP1LC3B2_METH
DIO3_METH
PHACTR1_METH
PAMR1_METH
FAS_METH
B3GNT9_METH
BASP1_METH
MIPOL1_METH
SOX8_METH
TMEM132D_METH
SEMA3E_METH
FKBP9_METH
TMEM125_METH
IKZF1_METH
ETV7_METH
TRIOBP_METH
C4orf51_METH
NMNAT3_METH
EMILIN3_METH
ANXA4_METH
RELN_METH
ADAMTSL3_METH
USP4_METH
GPR6_METH
NETO1_METH
CNTNAP5_METH
THBS1_METH
MYOCD_METH
OSBPL9_METH
NKX6-1_METH
ITGA2_METH
PDCD1LG2_METH
HSPA1B_METH
ESAM_METH
NOTCH3_METH
EPB41L3_METH
BARHL2_METH
BLOC1S1_METH
CCDC122_METH
MDFI_METH
NPM2_METH
IAH1_METH
BMPR2_METH
LGALS1_METH
C14orf93_METH
ZNF208_METH
GPR83_METH
PCP4_METH
STC2_METH
RASL12_METH
TFAP2E_METH
ZNF296_METH
SLC25A21_METH
SEC31B_METH
GALNTL6_METH
SORBS3_METH
MT2A_METH
CPNE5_METH
CD109_METH
FERMT1_METH
SLC27A3_METH
GPR12_METH
RIN1_METH
BCAT2_METH
TRIP4_METH
PLLP_METH
TRHDE_METH
ZIC5_METH
FMOD_METH
SPP2_METH
CPA6_METH
KCNE4_METH
CBLN1_METH
TSTD1_METH
ADCYAP1_METH
LYN_METH
CA8_METH
ISL1_METH
CXCL6_METH
WSCD2_METH
ZNF695_METH
MAS1_METH
SIPA1_METH
FGG_METH
GLRA1_METH
BTBD19_METH
FAM43A_METH
TXNRD1_METH
LATS2_METH
RDH5_METH
KCNK9_METH
CRIP3_METH
LBX2_METH
CPNE2_METH
DPP10_METH
VTRNA1-1_METH
NMRAL1_METH
IRX2_METH
HAPLN1_METH
DKK4_METH
MTMR2_METH
PDX1_METH
NCOR1_METH
SLC44A3_METH
FOXA1_METH
HS3ST4_METH
MSX2_METH
ADRA1A_METH
PLA2G2F_METH
PRDX1_METH
RHOF_METH
SLC17A3_METH
SPAG9_METH
SPAG1_METH
SP5_METH
WNT7B_METH
DOCK8_METH
DSCAM_METH
SIAH1_METH
NPY_METH
CALB2_METH
ACACB_METH
ISM1_METH
C10orf53_METH
SLC32A1_METH
SLC12A8_METH
PLA2G2C_METH
RTBDN_METH
SYT10_METH
GABRG3_METH
SNORA31_METH
FOXA2_METH
SLC15A1_METH
