ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,Factor
GO:0060537,muscle tissue development,19/273,447/18986,0.042505592841163314,2.956084929239292,5.054907721468937,2.7490160069398934e-5,0.008456972879531453,NA,NR4A1/FES/MEOX2/MYOZ2/NPPB/COL19A1/MEGF10/PITX1/GATA6/CFLAR/RYR2/ACTA1/TBX18/TBX3/SOX8/MYOCD/ISL1/MSX2/ADRA1A,19,Factor5
GO:0045445,myoblast differentiation,9/273,115/18986,0.0782608695652174,5.4427138079312,5.77184574605964,4.288873027188291e-5,0.011893342804219689,NA,MEGF10/PITX1/XKR8/TBX3/SOX8/MYOCD/LGALS1/TRIP4/ISL1,9,Factor5
GO:0048762,mesenchymal cell differentiation,14/273,274/18986,0.051094890510948905,3.5534344001497287,5.142269069953948,4.568955568996925e-5,0.011893342804219689,NA,CUL7/MDK/PDPN/WWTR1/FRZB/VASN/SEMA6A/TBX3/SOX8/SEMA3E/ISL1/FOXA1/MSX2/FOXA2,14,Factor5
GO:0042692,muscle cell differentiation,18/273,432/18986,0.041666666666666664,2.8977411477411477,4.819200408740362,5.789609451517677e-5,0.013994313131382727,NA,NINJ1/LAMA2/MYOZ2/MEGF10/ADAM12/GATA6/CFLAR/MMP14/NFATC4/ACTA1/TBX18/TBX3/MYOCD/BMPR2/ISL1/LBX2/ADRA1A/SPAG9,18,Factor5
GO:0010273,detoxification of copper ion,4/273,16/18986,0.25,17.386446886446887,7.920015581175899,6.641443393239143e-5,0.014046652776700789,NA,MT1M/MT1E/MT1F/MT2A,4,Factor5
GO:1990169,stress response to copper ion,4/273,16/18986,0.25,17.386446886446887,7.920015581175899,6.641443393239143e-5,0.014046652776700789,NA,MT1M/MT1E/MT1F/MT2A,4,Factor5
GO:0007517,muscle organ development,16/273,369/18986,0.04336043360433604,3.0155355033403812,4.7224101293189875,9.429369887834193e-5,0.01876999276495936,NA,NR4A1/LAMA2/MEOX2/MYOZ2/COL19A1/MEGF10/PITX1/TAGLN/KY/CFLAR/RYR2/ACTA1/BASP1/SOX8/MYOCD/ISL1,16,Factor5
GO:0060538,skeletal muscle organ development,11/273,192/18986,0.057291666666666664,3.984394078144078,5.020096760771688,1.0952498517477556e-4,0.019050935727257502,NA,NR4A1/MEOX2/MYOZ2/COL19A1/MEGF10/PITX1/CFLAR/ACTA1/BASP1/SOX8/MYOCD,11,Factor5
GO:0030900,forebrain development,17/273,416/18986,0.040865384615384616,2.8420153564384334,4.588269039048924,1.1748621239186982e-4,0.019050935727257502,NA,GSX2/MDK/PITX1/HTR5A/SLC7A11/TBR1/CXCR4/TBX3/PHACTR1/SEMA3E/RELN/NOTCH3/ISL1/MAS1/WNT7B/NPY/SLC32A1,17,Factor5
GO:0002009,morphogenesis of an epithelium,19/273,500/18986,0.038,2.6427399267399267,4.496216924740388,1.2201087152749863e-4,0.019050935727257502,NA,MDK/PDPN/FRZB/LZTS2/MMP14/NFATC4/RYR2/TBX18/CXCR4/TBX3/SOX8/SEMA3E/FERMT1/LBX2/IRX2/PDX1/FOXA1/MSX2/WNT7B,19,Factor5
GO:0030198,extracellular matrix organization,15/273,339/18986,0.04424778761061947,3.077247236539272,4.6612078483676145,1.2471747257188843e-4,0.019050935727257502,NA,MMP23B/PDPN/COL5A2/LAMA2/COL19A1/ANXA2/LOXL4/COL8A1/CFLAR/MMP14/COL22A1/ADAMTSL3/ITGA2/FERMT1/FMOD,15,Factor5
GO:0043062,extracellular structure organization,15/273,340/18986,0.04411764705882353,3.06819650937298,4.647863176607579,1.2881923166073266e-4,0.019050935727257502,NA,MMP23B/PDPN/COL5A2/LAMA2/COL19A1/ANXA2/LOXL4/COL8A1/CFLAR/MMP14/COL22A1/ADAMTSL3/ITGA2/FERMT1/FMOD,15,Factor5
GO:0045229,external encapsulating structure organization,15/273,341/18986,0.04398826979472141,3.0591988656504787,4.634567389265009,1.3303794757518574e-4,0.019050935727257502,NA,MMP23B/PDPN/COL5A2/LAMA2/COL19A1/ANXA2/LOXL4/COL8A1/CFLAR/MMP14/COL22A1/ADAMTSL3/ITGA2/FERMT1/FMOD,15,Factor5
GO:0015711,organic anion transport,18/273,462/18986,0.03896103896103896,2.7095761381475665,4.493212563016468,1.3511301934225178e-4,0.019050935727257502,NA,SLC10A6/UCP2/LLGL2/PMP2/SLC7A11/CALHM2/KCNK1/CFTR/THBS1/SLC25A21/SLC27A3/LYN/PLA2G2F/SLC17A3/ACACB/SLC32A1/PLA2G2C/RTBDN,18,Factor5
GO:0042391,regulation of membrane potential,18/273,466/18986,0.03862660944206009,2.6863179738716223,4.451709862089714,1.503443581853598e-4,0.019599653045255277,NA,KCNB1/UCP2/RIMS2/HCN1/NTSR2/KCNK1/CFTR/PIP5KL1/RYR2/TBX18/RELN/NETO1/KCNE4/CBLN1/GLRA1/MTMR2/ADRA1A/GABRG3,18,Factor5
GO:0009636,response to toxic substance,13/273,270/18986,0.04814814814814815,3.348500881834215,4.694409887352234,1.5417165252141175e-4,0.019599653045255277,NA,MT1M/MT1E/GPX8/MT1F/AIFM2/SLC7A11/GATA6/ALDH1A1/MT2A/LYN/TXNRD1/PRDX1/SLC17A3,13,Factor5
GO:0098754,detoxification,10/273,167/18986,0.059880239520958084,4.164418415915422,4.96099493015665,1.5638021046746232e-4,0.019599653045255277,NA,MT1M/MT1E/GPX8/MT1F/AIFM2/ALDH1A1/MT2A/TXNRD1/PRDX1/SLC17A3,10,Factor5
GO:0048709,oligodendrocyte differentiation,8/273,110/18986,0.07272727272727272,5.057875457875458,5.155312397850284,1.9061363304434276e-4,0.02303701907935914,NA,GSX2/MDK/MAL/SLC45A3/CXCR4/SOX8/NKX6-1/LYN,8,Factor5
GO:0097501,stress response to metal ion,4/273,21/18986,0.19047619047619047,13.246816675388104,6.782211925687991,2.0637199292446097e-4,0.02408147669159917,NA,MT1M/MT1E/MT1F/MT2A,4,Factor5
GO:0003228,atrial cardiac muscle tissue development,4/273,22/18986,0.18181818181818182,12.644688644688644,6.600687366708737,2.493944607285421e-4,0.02696347998409319,NA,GATA6/TBX18/TBX3/ISL1,4,Factor5
GO:0008625,extrinsic apoptotic signaling pathway via death domain receptors,7/273,87/18986,0.08045977011494253,5.595638078396699,5.189206441369608,2.580088316917019e-4,0.02696347998409319,NA,TMBIM1/MAL/DEDD2/CFLAR/FAS/THBS1/FGG,7,Factor5
GO:0007519,skeletal muscle tissue development,10/273,178/18986,0.056179775280898875,3.90706671605548,4.706614271302507,2.623719181203575e-4,0.02696347998409319,NA,NR4A1/MEOX2/MYOZ2/COL19A1/MEGF10/PITX1/CFLAR/ACTA1/SOX8/MYOCD,10,Factor5
GO:0022604,regulation of cell morphogenesis,12/273,248/18986,0.04838709677419355,3.365118752215526,4.528267665458419,2.629417374335329e-4,0.02696347998409319,NA,CUL7/PDPN/ENPP2/FES/RIMS2/CXCR4/SHROOM3/SEMA3E/RELN/EPB41L3/CPNE5/SPAG9,12,Factor5
GO:0048638,regulation of developmental growth,14/273,325/18986,0.043076923076923075,2.995818540433925,4.383390804817771,2.747823232314405e-4,0.027348922994564547,NA,RIMS2/GATA6/CXCR4/DIO3/BASP1/NKX6-1/BARHL2/BMPR2/STC2/CPNE5/LATS2/SPAG9/DSCAM/ACACB,14,Factor5
GO:0061687,detoxification of inorganic compound,4/273,23/18986,0.17391304347826086,12.094919573180443,6.43056998859559,2.9850332845337435e-4,0.02886100752817768,NA,MT1M/MT1E/MT1F/MT2A,4,Factor5
GO:0090090,negative regulation of canonical Wnt signaling pathway,9/273,149/18986,0.06040268456375839,4.200752267866362,4.737554757505388,3.1145857623717747e-4,0.029277106166294684,NA,MDK/WWTR1/FRZB/LZTS2/TBX18/FERMT1/ISL1/LATS2/DKK4,9,Factor5
GO:0060078,regulation of postsynaptic membrane potential,9/273,151/18986,0.059602649006622516,4.145113164980715,4.686588832687216,3.4369562779738166e-4,0.03143421633692809,NA,RIMS2/HCN1/KCNK1/RELN/NETO1/CBLN1/GLRA1/MTMR2/GABRG3,9,Factor5
GO:0051962,positive regulation of nervous system development,13/273,297/18986,0.04377104377104377,3.0440917107583774,4.288451325871541,3.8827436088950885e-4,0.034576853611844684,NA,GSX2/CUL7/MDK/CBLN2/CXCR4/SOX8/RELN/NKX6-1/BMPR2/CBLN1/LYN/HAPLN1/DSCAM,13,Factor5
GO:0071280,cellular response to copper ion,4/273,25/18986,0.16,11.127326007326008,6.119967152865938,4.169022656769135e-4,0.036174288898735266,NA,MT1M/MT1E/MT1F/MT2A,4,Factor5
GO:0060920,cardiac pacemaker cell differentiation,3/273,11/18986,0.2727272727272727,18.967032967032967,7.1994070737887,4.454312025701605e-4,0.03768347973743558,NA,TBX18/TBX3/ISL1,3,Factor5
GO:0021761,limbic system development,8/273,126/18986,0.06349206349206349,4.415605558462701,4.646190959846369,4.7984736508434507e-4,0.03905237064507587,NA,MDK/HTR5A/TBR1/TBX3/SEMA3E/RELN/MAS1/SLC32A1,8,Factor5
GO:0048713,regulation of oligodendrocyte differentiation,5/273,46/18986,0.10869565217391304,7.559324733237776,5.37976092369954,5.016346945640965e-4,0.03905237064507587,NA,GSX2/MDK/SLC45A3/CXCR4/NKX6-1,5,Factor5
GO:0006935,chemotaxis,17/273,472/18986,0.036016949152542374,2.5048270938101447,3.9987328180123,5.110937586111745e-4,0.03905237064507587,NA,NR4A1/MDK/NINJ1/ENPP2/FES/THBS4/TBR1/SEMA6A/CXCR4/SEMA3E/THBS1/ITGA2/BMPR2/LYN/CXCL6/WNT7B/DSCAM,17,Factor5
GO:0010001,glial cell differentiation,12/273,267/18986,0.0449438202247191,3.1256533728443836,4.2249509390270905,5.11504677662383e-4,0.03905237064507587,NA,GSX2/MDK/LAMA2/MAL/SLC45A3/VIM/CXCR4/SOX8/RELN/NKX6-1/LYN/HAPLN1,12,Factor5
GO:0042330,taxis,17/273,474/18986,0.035864978902953586,2.4942582031189624,3.9792668521070995,5.359869933069987e-4,0.03905237064507587,NA,NR4A1/MDK/NINJ1/ENPP2/FES/THBS4/TBR1/SEMA6A/CXCR4/SEMA3E/THBS1/ITGA2/BMPR2/LYN/CXCL6/WNT7B/DSCAM,17,Factor5
GO:0045926,negative regulation of growth,11/273,232/18986,0.047413793103448273,3.2974295819123407,4.252596337843181,5.587245633328096e-4,0.03905237064507587,NA,MT1M/MT1E/FRZB/MT1F/NPPB/HSPA1B/BMPR2/STC2/MT2A/SIPA1/SPAG9,11,Factor5
GO:0007389,pattern specification process,17/273,476/18986,0.03571428571428571,2.4837781266352694,3.959899345864168,5.619175219411573e-4,0.03905237064507587,NA,GSX2/MEOX2/TBR1/TBX18/IRX4/SHROOM3/TBX3/BASP1/RELN/MDFI/BMPR2/ISL1/IRX2/FOXA1/MSX2/WNT7B/FOXA2,17,Factor5
GO:0071276,cellular response to cadmium ion,4/273,27/18986,0.14814814814814814,10.303079636412969,5.8427300728340335,5.654746340451293e-4,0.03905237064507587,NA,MT1M/MT1E/MT1F/MT2A,4,Factor5
GO:1903859,regulation of dendrite extension,4/273,27/18986,0.14814814814814814,10.303079636412969,5.8427300728340335,5.654746340451293e-4,0.03905237064507587,NA,RIMS2/CXCR4/CPNE5/SPAG9,4,Factor5
GO:0007411,axon guidance,11/273,236/18986,0.046610169491525424,3.2415409449307755,4.185207136511115,6.439422932667938e-4,0.04051891050943501,NA,LAMA2/TBR1/SEMA6A/SEMA3E/RELN/NOTCH3/BMPR2/ISL1/WNT7B/DSCAM/SIAH1,11,Factor5
GO:0048714,positive regulation of oligodendrocyte differentiation,4/273,28/18986,0.14285714285714285,9.935112506541078,5.7147560616862165,6.523182185844881e-4,0.04051891050943501,NA,GSX2/MDK/CXCR4/NKX6-1,4,Factor5
GO:0099558,maintenance of synapse structure,4/273,28/18986,0.14285714285714285,9.935112506541078,5.7147560616862165,6.523182185844881e-4,0.04051891050943501,NA,C1QL1/CBLN2/CBLN3/CBLN1,4,Factor5
GO:0097485,neuron projection guidance,11/273,237/18986,0.046413502109704644,3.227863556977481,4.168584634406967,6.668598776911547e-4,0.04051891050943501,NA,LAMA2/TBR1/SEMA6A/SEMA3E/RELN/NOTCH3/BMPR2/ISL1/WNT7B/DSCAM/SIAH1,11,Factor5
GO:1902041,regulation of extrinsic apoptotic signaling pathway via death domain receptors,5/273,49/18986,0.10204081632653061,7.096508933243627,5.161056106918271,6.738076286700983e-4,0.04051891050943501,NA,TMBIM1/MAL/CFLAR/THBS1/FGG,5,Factor5
GO:0014015,positive regulation of gliogenesis,6/273,74/18986,0.08108108108108109,5.638847638847639,4.829166221826053,6.837343146877447e-4,0.04051891050943501,NA,GSX2/MDK/CXCR4/SOX8/NKX6-1/LYN,6,Factor5
GO:0046942,carboxylic acid transport,14/273,357/18986,0.0392156862745098,2.727285786109315,3.9794078413639293,6.991464050386211e-4,0.04051891050943501,NA,SLC10A6/UCP2/LLGL2/PMP2/SLC7A11/KCNK1/THBS1/SLC25A21/SLC27A3/LYN/PLA2G2F/ACACB/SLC32A1/PLA2G2C,14,Factor5
GO:0007369,gastrulation,10/273,202/18986,0.04950495049504951,3.4428607695934432,4.215948290719847,7.103560264469645e-4,0.04051891050943501,NA,COL5A2/GATA6/COL8A1/MMP14/MYADM/ITGA2/BMPR2/TXNRD1/LBX2/FOXA2,10,Factor5
GO:0001666,response to hypoxia,13/273,317/18986,0.04100946372239748,2.8520354514045367,4.016366299537979,7.152621585243588e-4,0.04051891050943501,NA,HSD11B2/VASN/UCP2/GATA6/CFLAR/MMP14/RYR2/CXCR4/DIO3/THBS1/MYOCD/ITGA2/STC2,13,Factor5
GO:0015849,organic acid transport,14/273,358/18986,0.03910614525139665,2.7196676693883397,3.9675082686844045,7.184203991034577e-4,0.04051891050943501,NA,SLC10A6/UCP2/LLGL2/PMP2/SLC7A11/KCNK1/THBS1/SLC25A21/SLC27A3/LYN/PLA2G2F/ACACB/SLC32A1/PLA2G2C,14,Factor5
GO:0070482,response to oxygen levels,14/273,358/18986,0.03910614525139665,2.7196676693883397,3.9675082686844045,7.184203991034577e-4,0.04051891050943501,NA,HSD11B2/VASN/UCP2/GATA6/CFLAR/MMP14/RYR2/CXCR4/DIO3/FAS/THBS1/MYOCD/ITGA2/STC2,14,Factor5
GO:0098815,modulation of excitatory postsynaptic potential,5/273,50/18986,0.1,6.954578754578755,5.092216253214949,7.399881052367961e-4,0.04059677855520264,NA,RIMS2/RELN/NETO1/CBLN1/MTMR2,5,Factor5
GO:0043652,engulfment of apoptotic cell,3/273,13/18986,0.23076923076923078,16.04902789518174,6.555820220752547,7.557910901234534e-4,0.04059677855520264,NA,MEGF10/XKR8/THBS1,3,Factor5
GO:0097707,ferroptosis,3/273,13/18986,0.23076923076923078,16.04902789518174,6.555820220752547,7.557910901234534e-4,0.04059677855520264,NA,AIFM2/NINJ1/SLC7A11,3,Factor5
GO:1902893,regulation of miRNA transcription,6/273,76/18986,0.07894736842105263,5.4904569115095425,4.73768825872786,7.878539451211093e-4,0.041657777348278656,NA,GATA6/NFATC4/MYOCD/NOTCH3/NCOR1/FOXA1,6,Factor5
GO:0043954,cellular component maintenance,6/273,77/18986,0.07792207792207792,5.419152276295133,4.693155714972234,8.442973495476902e-4,0.04271120429193044,NA,C1QL1/CBLN2/CBLN3/MYOCD/CBLN1/MTMR2,6,Factor5
GO:0061614,miRNA transcription,6/273,77/18986,0.07792207792207792,5.419152276295133,4.693155714972234,8.442973495476902e-4,0.04271120429193044,NA,GATA6/NFATC4/MYOCD/NOTCH3/NCOR1/FOXA1,6,Factor5
GO:0048639,positive regulation of developmental growth,9/273,171/18986,0.05263157894736842,3.6603046076730283,4.220775237835186,8.456414561345566e-4,0.04271120429193044,NA,RIMS2/GATA6/CXCR4/DIO3/BASP1/BMPR2/CPNE5/DSCAM/ACACB,9,Factor5
GO:0001558,regulation of cell growth,15/273,408/18986,0.03676470588235294,2.556830424477483,3.839607470427419,8.796602023617977e-4,0.0434902291847015,NA,FRZB/RIMS2/NPPB/MMP14/CXCR4/RASGRP2/MYOCD/NKX6-1/HSPA1B/BARHL2/BMPR2/CPNE5/SIPA1/SPAG9/DSCAM,15,Factor5
GO:2001222,regulation of neuron migration,5/273,52/18986,0.09615384615384616,6.687094956325725,4.960048013859965,8.86768857489481e-4,0.0434902291847015,NA,MDK/SEMA6A/PHACTR1/RELN/NKX6-1,5,Factor5
GO:0050769,positive regulation of neurogenesis,11/273,247/18986,0.044534412955465584,3.0971808218771777,4.007062017222953,9.357870237086271e-4,0.04411832353547975,NA,GSX2/CUL7/MDK/CXCR4/SOX8/RELN/NKX6-1/BMPR2/LYN/HAPLN1/DSCAM,11,Factor5
GO:0045785,positive regulation of cell adhesion,17/273,499/18986,0.03406813627254509,2.3692953672913593,3.743941951052489,9.46826220539863e-4,0.04411832353547975,NA,MDK/PDPN/LAMA2/NFKBIZ/MEGF10/COL8A1/MYADM/TRIOBP/ITGA2/PDCD1LG2/LGALS1/FERMT1/LYN/FGG/FOXA1/DOCK8/FOXA2,17,Factor5
GO:0051775,response to redox state,3/273,14/18986,0.21428571428571427,14.902668759811617,6.28522097046588,9.517250644474061e-4,0.04411832353547975,NA,VASN/SLC7A11/RYR2,3,Factor5
GO:0060911,cardiac cell fate commitment,3/273,14/18986,0.21428571428571427,14.902668759811617,6.28522097046588,9.517250644474061e-4,0.04411832353547975,NA,TBX18/TBX3/ISL1,3,Factor5
GO:1904019,epithelial cell apoptotic process,6/273,80/18986,0.075,5.215934065934066,4.564086769939772,0.001032476558495537,0.04624445626851024,NA,MDK/NFKBIZ/ANXA2/CFLAR/RYR2/PDX1,6,Factor5
GO:0048286,lung alveolus development,5/273,54/18986,0.09259259259259259,6.439424772758105,4.834666510247301,0.0010541868500970376,0.04624445626851024,NA,SLC7A11/GATA6/MYOCD/BMPR2/FOXA1,5,Factor5
GO:0036293,response to decreased oxygen levels,13/273,331/18986,0.03927492447129909,2.731405553157819,3.838222011994713,0.0010621323591216015,0.04624445626851024,NA,HSD11B2/VASN/UCP2/GATA6/CFLAR/MMP14/RYR2/CXCR4/DIO3/THBS1/MYOCD/ITGA2/STC2,13,Factor5
GO:0001708,cell fate specification,7/273,110/18986,0.06363636363636363,4.425641025641025,4.352092574895817,0.0010626573904156788,0.04624445626851024,NA,GSX2/TBR1/TBX18/TBX3/ISL1/FOXA1/FOXA2,7,Factor5
GO:0048863,stem cell differentiation,11/273,251/18986,0.043824701195219126,3.047823358580331,3.944731244609025,0.0010659183182458033,0.04624445626851024,NA,FRZB/GATA6/SEMA6A/TBX3/SOX8/SEMA3E/MYOCD/ISL1/PDX1/FOXA1/MSX2,11,Factor5
GO:0045921,positive regulation of exocytosis,6/273,81/18986,0.07407407407407407,5.151539818206484,4.5224970446770145,0.0011018608344009009,0.047198697007755044,NA,RAB27B/KCNB1/ANXA2/CFTR/FGG/SYT10,6,Factor5
GO:0051960,regulation of nervous system development,16/273,463/18986,0.03455723542116631,2.403310152770196,3.6923547063756654,0.0011468754449181359,0.048250037130729215,NA,GSX2/CUL7/MDK/CBLN2/ANXA2/NFATC4/CXCR4/SOX8/RELN/NKX6-1/BMPR2/CBLN1/LYN/HAPLN1/MTMR2/DSCAM,16,Factor5
GO:0015718,monocarboxylic acid transport,9/273,179/18986,0.05027932960893855,3.4967155749278653,4.053691918648271,0.0011671238670449141,0.048250037130729215,NA,SLC10A6/UCP2/PMP2/THBS1/SLC27A3/LYN/PLA2G2F/ACACB/PLA2G2C,9,Factor5
GO:0045176,apical protein localization,3/273,15/18986,0.2,13.90915750915751,6.041062553999514,0.0011770615279607084,0.048250037130729215,NA,MAL/HCN1/SHROOM3,3,Factor5
GO:0050920,regulation of chemotaxis,10/273,216/18986,0.046296296296296294,3.2197123863790527,3.962838377635598,0.0011834376719416443,0.048250037130729215,NA,MDK/NINJ1/THBS4/TBR1/CXCR4/THBS1/ITGA2/BMPR2/LYN/DSCAM,10,Factor5
GO:0048880,sensory system development,15/273,422/18986,0.035545023696682464,2.472006666319462,3.6935598262588765,0.001231851383241811,0.04905862594612748,NA,COL5A2/MAB21L1/HCN1/SLC7A11/COL8A1/VIM/GRM6/CRYGD/DIO3/SOX8/BARHL2/BMPR2/ISL1/WNT7B/DSCAM,15,Factor5
GO:0060219,camera-type eye photoreceptor cell differentiation,4/273,33/18986,0.12121212121212122,8.42979242979243,5.159523381625118,0.001232264540608994,0.04905862594612748,NA,HCN1/DIO3/SOX8/DSCAM,4,Factor5
