gene
TSGA10_METH
DUSP6_METH
ATP6V1H_METH
ZNF131_METH
POLR2A_METH
UBTF_METH
CALU_METH
COMMD5_METH
RHOC_METH
ZBTB4_METH
MIRLET7I_METH
SPHK2_METH
RPL18_METH
AAMP_METH
TMEM38A_METH
ERI2_METH
PARS2_METH
SERP1_METH
EIF2A_METH
RPRD1A_METH
ECE2_METH
ANAPC13_METH
CEP63_METH
FBXO32_METH
PPA1_METH
ILF3_METH
PDCD10_METH
SERPINI1_METH
AP4M1_METH
SFXN1_METH
RHOT1_METH
DYRK1A_METH
RPS3_METH
FBXO45_METH
WDR53_METH
ZHX1_METH
KCNJ8_METH
TBC1D14_METH
PLEKHG5_METH
DNAJB9_METH
THAP5_METH
ITGB1_METH
CHPT1_METH
LANCL1_METH
RAPH1_METH
ZFP36L2_METH
TAOK1_METH
RNF44_METH
CHRAC1_METH
MANF_METH
HS1BP3_METH
NBAS_METH
RNF121_METH
PYCR1_METH
AASDHPPT_METH
KBTBD3_METH
ZBTB5_METH
DHX29_METH
RAD1_METH
BRIX1_METH
ANKRD52_METH
AACS_METH
ARFGEF1_METH
HMGCS1_METH
FUT8_METH
GLS_METH
MOAP1_METH
C1orf50_METH
TCP11L1_METH
ZNF837_METH
LRRC37A3_METH
NOS1AP_METH
CPSF7_METH
SDHAF2_METH
CENPT_METH
RHBDD3_METH
EWSR1_METH
GNAI3_METH
FMNL3_METH
CLSTN3_METH
RBP5_METH
RAPGEF6_METH
FDXACB1_METH
CDKN2AIP_METH
CDKN2D_METH
ZNF213_METH
CYP39A1_METH
SLC25A27_METH
PPIH_METH
ANTXR1_METH
TUBD1_METH
RPS6KB1_METH
POLL_METH
NAA20_METH
PRR12_METH
NDUFS7_METH
MTCH2_METH
ZNF420_METH
CEBPZ_METH
ATP13A1_METH
PEX1_METH
GTF2F2_METH
ARHGEF17_METH
BCLAF1_METH
PRKAA1_METH
WRAP53_METH
NUP188_METH
DOLK_METH
RNF114_METH
TMEM41B_METH
AP4E1_METH
MTF2_METH
PCGF2_METH
ELOF1_METH
BHLHE41_METH
BET1_METH
MXD4_METH
CNIH2_METH
MEF2C_METH
ZNF573_METH
AKAP1_METH
PITPNB_METH
CSNK2B_METH
N4BP2_METH
ERCC5_METH
DLST_METH
MYBL1_METH
SCAMP1_METH
ERLIN1_METH
SUPV3L1_METH
TRIM46_METH
KRTCAP2_METH
BAD_METH
GPR137_METH
PRR3_METH
GNL1_METH
PCM1_METH
ZNF276_METH
CCNE1_METH
ZNF32_METH
RARS2_METH
CNTD1_METH
MOSPD3_METH
COPB2_METH
LPCAT3_METH
ICA1L_METH
ZSWIM6_METH
UNG_METH
FOXM1_METH
ADRA2A_METH
HAUS1_METH
UBE2Z_METH
UBL7_METH
ZNF219_METH
SMG7_METH
ALKBH5_METH
SMAD6_METH
POP4_METH
CCDC40_METH
GPAA1_METH
DOCK4_METH
ZNF277_METH
ZNF624_METH
ATP6V0A1_METH
FRAT1_METH
ATE1_METH
EIF2B2_METH
MAPRE3_METH
PRC1_METH
MYRIP_METH
TMEM59_METH
TPST1_METH
STK32A_METH
MRPL51_METH
ZNF136_METH
CTH_METH
PHF7_METH
BAP1_METH
MEAF6_METH
ANKHD1-EIF4EBP3_METH
FAM162A_METH
TERF2_METH
SCO1_METH
ARF4_METH
TCF19_METH
CCHCR1_METH
MALT1_METH
ABI2_METH
DNAJC1_METH
DYNC1LI1_METH
N4BP2L1_METH
NAA16_METH
TUBG1_METH
PAK1IP1_METH
C6orf52_METH
MSH5_METH
EPB41L5_METH
TNPO2_METH
RXRB_METH
ADIPOR2_METH
DBR1_METH
ALG6_METH
ANKS3_METH
SLC30A4_METH
TNPO1_METH
C2orf15_METH
KIF13B_METH
GEMIN4_METH
LIPT1_METH
NUDT16L1_METH
LYAR_METH
SMO_METH
PIP5K1C_METH
COX6A1_METH
DNAJC14_METH
CLCN6_METH
MTHFR_METH
TBC1D16_METH
AKAP13_METH
SENP1_METH
MCRS1_METH
JUN_METH
MIIP_METH
KLF10_METH
ZNHIT6_METH
DERL2_METH
MIS12_METH
FUS_METH
SREBF2_METH
ALPL_METH
SLC39A7_METH
PLEKHJ1_METH
CCNK_METH
SETD3_METH
FYN_METH
RGL1_METH
WDR54_METH
HSDL2_METH
ABLIM2_METH
GLYR1_METH
NAPA_METH
PFAS_METH
ST7_METH
RUVBL1_METH
MAT2B_METH
EIF2AK3_METH
CISH_METH
RALB_METH
SNX14_METH
LSM4_METH
TSC22D1_METH
RDX_METH
NFE2L2_METH
UBE2F_METH
COMMD1_METH
ETV3_METH
KIF18A_METH
MIR769_METH
PKNOX1_METH
PLOD3_METH
ZNHIT1_METH
ZNF212_METH
RCAN1_METH
CCDC115_METH
IMP4_METH
ZNF57_METH
FLAD1_METH
TRAM2_METH
CLOCK_METH
TRIM8_METH
NOP14_METH
GRK4_METH
UTP20_METH
ABCB6_METH
KCTD8_METH
PLA2G15_METH
ZNF200_METH
ASNS_METH
DUSP11_METH
DLG4_METH
EAF1_METH
METTL6_METH
CAPZA2_METH
GAA_METH
FAT4_METH
COPS7A_METH
MRTO4_METH
RAB1B_METH
SNX15_METH
TERF1_METH
NR3C1_METH
NUP98_METH
WDR20_METH
EIF1_METH
VDAC2_METH
TBCCD1_METH
SHMT2_METH
MYO9A_METH
SENP8_METH
TFRC_METH
