ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,Factor
GO:1903706,regulation of hemopoiesis,20/279,433/18986,0.046189376443418015,3.143195344640625,5.509395657689842,6.918408329307793e-6,0.002235274836578172,NA,CCR1/LIF/CD101/LGALS1/MIR125B1/TLR3/SHB/CASP8/CEACAM1/FANCD2/TYROBP/CD2/SLAMF8/FOXP1/STAT5A/MMP14/KAT2A/LOX/NLRP3/HLA-B,20,Factor4
GO:0050727,regulation of inflammatory response,20/279,438/18986,0.045662100456621,3.107314119245184,5.4490791705042225,8.192610577099565e-6,0.002426378165917655,NA,CX3CL1/LGALS2/LGALS1/TLR3/AOAH/SERPINE1/NOD2/WFDC1/IFI35/MMP9/AIM2/FANCD2/CST7/CD200R1/SLAMF8/FOXP1/TRADD/GIT1/SPN/NLRP3,20,Factor4
GO:0002699,positive regulation of immune effector process,15/279,272/18986,0.05514705882352941,3.7527672359266284,5.58439281012979,1.291612393508515e-5,0.0035310695742532786,NA,RSAD2/CLCF1/TLR3/SHB/CD160/NOD2/HLA-DMB/MYO18A/TYROBP/HLA-A/BCL10/AP1G1/CFP/NLRP3/HLA-B,15,Factor4
GO:0050851,antigen receptor-mediated signaling pathway,13/279,212/18986,0.06132075471698113,4.172888347873132,5.673481495908523,1.6119248823734792e-5,0.004091986451396675,NA,PRKD2/BCAR1/KLHL6/SHB/CD160/LGALS3/CEACAM1/SH2B2/LAT/HLA-A/BCL10/PTPN22/FOXP1,13,Factor4
GO:0032640,tumor necrosis factor production,12/279,188/18986,0.06382978723404255,4.343628460306565,5.626605215791906,2.2977396436417904e-5,0.005103854183439327,NA,CX3CL1/BPI/MIR125B1/TLR3/ARFGEF2/NOD2/ARHGEF2/TYROBP/CD2/PTPN22/FOXP1/SPN,12,Factor4
GO:0032680,regulation of tumor necrosis factor production,12/279,188/18986,0.06382978723404255,4.343628460306565,5.626605215791906,2.2977396436417904e-5,0.005103854183439327,NA,CX3CL1/BPI/MIR125B1/TLR3/ARFGEF2/NOD2/ARHGEF2/TYROBP/CD2/PTPN22/FOXP1/SPN,12,Factor4
GO:0007163,establishment or maintenance of cell polarity,13/279,227/18986,0.05726872246696035,3.8971468270885636,5.36270518069139,3.307525885740217e-5,0.0069146747046592546,NA,FEZ1/PARVG/CTNNA1/IGF1R/MAPRE1/HES5/MYO18A/DCTN1/UST/ANKFN1/CAP2/SPN/SKA3,13,Factor4
GO:1901224,positive regulation of non-canonical NF-kappaB signal transduction,7/279,66/18986,0.10606060606060606,7.217443249701314,6.179147481165243,5.09738645906354e-5,0.010064506375284346,NA,TLR3/NOD2/IFI35/EDN1/MIR182/NLRP3/TRIP6,7,Factor4
GO:0050852,T cell receptor signaling pathway,10/279,149/18986,0.06711409395973154,4.567126121575137,5.338399355014747,7.257987145832604e-5,0.013006936262124342,NA,PRKD2/BCAR1/SHB/CD160/LGALS3/CEACAM1/LAT/HLA-A/BCL10/PTPN22,10,Factor4
GO:0050854,regulation of antigen receptor-mediated signaling pathway,7/279,70/18986,0.1,6.805017921146954,5.942145221332303,7.463966448335585e-5,0.013006936262124342,NA,PRKD2/CD160/LGALS3/CEACAM1/BCL10/PTPN22/FOXP1,7,Factor4
GO:0050856,regulation of T cell receptor signaling pathway,6/279,49/18986,0.12244897959183673,8.332675005486065,6.276394260056288,7.850828760967413e-5,0.013006936262124342,NA,PRKD2/CD160/LGALS3/CEACAM1/BCL10/PTPN22,6,Factor4
GO:0051092,positive regulation of NF-kappaB transcription factor activity,9/279,122/18986,0.07377049180327869,5.020095187731359,5.440072494304481,8.051564371602013e-5,0.013006936262124342,NA,PRKD2/NOD2/ARHGEF2/TRIM14/AIM2/CAMK2A/BCL10/TRADD/NLRP3,9,Factor4
GO:1904892,regulation of receptor signaling pathway via STAT,8/279,96/18986,0.08333333333333333,5.6708482676224605,5.603001339382005,8.531468865841108e-5,0.013116400024180914,NA,LIF/MIR125B1/PTK6/IFNAR1/HES5/CAMK2A/GADD45A/PARP14,8,Factor4
GO:0032102,negative regulation of response to external stimulus,18/279,437/18986,0.041189931350114416,2.8029822100834134,4.656689047746031,8.857445148574618e-5,0.013116400024180914,NA,AOAH/SERPINE1/NOD2/WFDC1/CEACAM1/SPP1/RTN4R/HLA-A/RYK/CST7/CD200R1/SLAMF8/PARP14/GIT1/EDN1/SPN/NLRP3/HLA-B,18,Factor4
GO:0002443,leukocyte mediated immunity,19/279,485/18986,0.03917525773195876,2.6658833093153014,4.538613221498939,1.0925623044583811e-4,0.01505403681374222,NA,RSAD2/FCER1G/TREM1/CLCF1/TLR3/C1RL/CD160/NOD2/IL21R/CEACAM1/LAT/TYROBP/HLA-A/BCL10/CD2/AP1G1/SPN/NLRP3/HLA-B,19,Factor4
GO:0002698,negative regulation of immune effector process,9/279,128/18986,0.0703125,4.784778225806452,5.246901785299534,1.1658359240609608e-4,0.01505403681374222,NA,LGALS1/NOD2/LGALS3/CEACAM1/HLA-A/SLAMF8/STAT5A/SPN/HLA-B,9,Factor4
GO:0035456,response to interferon-beta,5/279,34/18986,0.14705882352941177,10.007379295804343,6.4197145082810625,1.297535069958339e-4,0.01505403681374222,NA,TLR3/IFNAR1/AIM2/CAMK2A/PLSCR1,5,Factor4
GO:0002761,regulation of myeloid leukocyte differentiation,9/279,130/18986,0.06923076923076923,4.711166253101737,5.185165598394052,1.3126427590054224e-4,0.01505403681374222,NA,CCR1/LIF/CD101/MIR125B1/TLR3/CASP8/CEACAM1/TYROBP/FOXP1,9,Factor4
GO:0032612,interleukin-1 production,9/279,130/18986,0.06923076923076923,4.711166253101737,5.185165598394052,1.3126427590054224e-4,0.01505403681374222,NA,CX3CL1/NOD2/CASP8/CEACAM1/AIM2/TYROBP/FOXP1/GIT1/NLRP3,9,Factor4
GO:0032652,regulation of interleukin-1 production,9/279,130/18986,0.06923076923076923,4.711166253101737,5.185165598394052,1.3126427590054224e-4,0.01505403681374222,NA,CX3CL1/NOD2/CASP8/CEACAM1/AIM2/TYROBP/FOXP1/GIT1/NLRP3,9,Factor4
GO:0097696,cell surface receptor signaling pathway via STAT,10/279,160/18986,0.0625,4.253136200716846,5.046479808059186,1.3130983152110547e-4,0.01505403681374222,NA,LIF/CLCF1/MIR125B1/PTK6/IFNAR1/HES5/CAMK2A/GADD45A/STAT5A/PARP14,10,Factor4
GO:0032637,interleukin-8 production,8/279,105/18986,0.0761904761904762,5.184775558969108,5.2512132260165885,1.6013114195560432e-4,0.01724563874273387,NA,PRKD2/BPI/TLR3/SERPINE1/NOD2/BCL10/CD2/PTPN22,8,Factor4
GO:0032677,regulation of interleukin-8 production,8/279,105/18986,0.0761904761904762,5.184775558969108,5.2512132260165885,1.6013114195560432e-4,0.01724563874273387,NA,PRKD2/BPI/TLR3/SERPINE1/NOD2/BCL10/CD2/PTPN22,8,Factor4
GO:0038061,non-canonical NF-kappaB signal transduction,9/279,134/18986,0.06716417910447761,4.570534424650939,5.06538240517874,1.6528947303060462e-4,0.01727761138678732,NA,TLR3/NOD2/IFI35/BCL10/PTPN22/EDN1/MIR182/NLRP3/TRIP6,9,Factor4
GO:1901222,regulation of non-canonical NF-kappaB signal transduction,8/279,106/18986,0.07547169811320754,5.1358625819977,5.214628421654134,1.7103281958786914e-4,0.017367161166151054,NA,TLR3/NOD2/IFI35/PTPN22/EDN1/MIR182/NLRP3/TRIP6,8,Factor4
GO:0051960,regulation of nervous system development,18/279,463/18986,0.038876889848812095,2.645579321396224,4.377830904029012,1.8187179486329203e-4,0.017858147582277425,NA,CX3CL1/LRRTM2/LIF/CLCF1/MIR125B1/DCT/ITGAX/HAPLN2/CTNNA1/ULK2/ULK1/RNF112/HES5/SPP1/RTN4R/RYK/CST7/OXTR,18,Factor4
GO:0007596,blood coagulation,12/279,234/18986,0.05128205128205128,3.4897527800753605,4.679998207875467,1.8807083760404502e-4,0.017858147582277425,NA,FCER1G/PROCR/CLIC1/VAV2/GP5/SERPINE1/DGKG/CEACAM1/SLC7A11/ST3GAL4/PLSCR1/EDN1,12,Factor4
GO:0002685,regulation of leukocyte migration,12/279,236/18986,0.05084745762711865,3.4601786039730276,4.644375568949736,2.0347673794824005e-4,0.017858147582277425,NA,CX3CL1/CCR1/SERPINE1/NOD2/LGALS3/ITGA2B/ST3GAL4/CD200R1/SLAMF8/MMP14/EDN1/SPN,12,Factor4
GO:0097191,extrinsic apoptotic signaling pathway,12/279,236/18986,0.05084745762711865,3.4601786039730276,4.644375568949736,2.0347673794824005e-4,0.017858147582277425,NA,CX3CL1/TLR3/SERPINE1/ARHGEF2/CTNNA1/CASP8/BCL2L14/LGALS3/BCL10/RFFL/TRADD/ITM2C,12,Factor4
GO:0045088,regulation of innate immune response,18/279,470/18986,0.03829787234042553,2.60617707618394,4.306000693236495,2.1847492646707355e-4,0.017858147582277425,NA,RSAD2/TLR3/CD160/NOD2/IFI35/CASP8/CEACAM1/AIM2/TYROBP/HLA-A/BCL10/PLSCR1/SLAMF8/PTPN22/PARP14/AP1G1/NLRP3/HLA-B,18,Factor4
GO:0032611,interleukin-1 beta production,8/279,110/18986,0.07272727272727272,4.94910394265233,5.072770939817024,2.2092938204253988e-4,0.017858147582277425,NA,CX3CL1/NOD2/CASP8/AIM2/TYROBP/FOXP1/GIT1/NLRP3,8,Factor4
GO:0032651,regulation of interleukin-1 beta production,8/279,110/18986,0.07272727272727272,4.94910394265233,5.072770939817024,2.2092938204253988e-4,0.017858147582277425,NA,CX3CL1/NOD2/CASP8/AIM2/TYROBP/FOXP1/GIT1/NLRP3,8,Factor4
GO:0071397,cellular response to cholesterol,4/279,21/18986,0.19047619047619047,12.961938897422769,6.697922725952982,2.2425895685254042e-4,0.017858147582277425,NA,GRAMD1B/OSBPL7/MLC1/MIR182,4,Factor4
GO:0007599,hemostasis,12/279,241/18986,0.04979253112033195,3.388390666131263,4.556973399183361,2.4677549210252184e-4,0.017858147582277425,NA,FCER1G/PROCR/CLIC1/VAV2/GP5/SERPINE1/DGKG/CEACAM1/SLC7A11/ST3GAL4/PLSCR1/EDN1,12,Factor4
GO:0050817,coagulation,12/279,241/18986,0.04979253112033195,3.388390666131263,4.556973399183361,2.4677549210252184e-4,0.017858147582277425,NA,FCER1G/PROCR/CLIC1/VAV2/GP5/SERPINE1/DGKG/CEACAM1/SLC7A11/ST3GAL4/PLSCR1/EDN1,12,Factor4
GO:0050863,regulation of T cell activation,16/279,393/18986,0.04071246819338423,2.77049075670105,4.331322620450775,2.480850029470018e-4,0.017858147582277425,NA,LGALS1/SHB/CD160/NOD2/HLA-DMB/LGALS3/FANCD2/LAT/HLA-A/BCL10/CD2/PTPN22/STAT5A/KAT2A/SPN/NLRP3,16,Factor4
GO:0042116,macrophage activation,8/279,112/18986,0.07142857142857142,4.860727086533538,5.0043936899075,2.500236703259204e-4,0.017858147582277425,NA,CX3CL1/BPI/TLR3/IFI35/MYO18A/TYROBP/CST7/FOXP1,8,Factor4
GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,8/279,112/18986,0.07142857142857142,4.860727086533538,5.0043936899075,2.500236703259204e-4,0.017858147582277425,NA,TLR3/ARFGEF2/NOD2/ARHGEF2/TYROBP/BCL10/CD2/SPN,8,Factor4
GO:0002720,positive regulation of cytokine production involved in immune response,7/279,85/18986,0.08235294117647059,5.604132405650432,5.195414542151054,2.5490881354136967e-4,0.017858147582277425,NA,RSAD2/TLR3/CD160/NOD2/HLA-A/BCL10/NLRP3,7,Factor4
GO:0050777,negative regulation of immune response,11/279,207/18986,0.05314009661835749,3.6161930981940333,4.621937480527282,2.55497472536016e-4,0.017858147582277425,NA,LGALS1/CD160/NOD2/LGALS3/CEACAM1/HLA-A/SLAMF8/STAT5A/PARP14/SPN/HLA-B,11,Factor4
GO:0048660,regulation of smooth muscle cell proliferation,10/279,174/18986,0.05747126436781609,3.9109298397396284,4.710795010601409,2.599788453614949e-4,0.017858147582277425,NA,CX3CL1/NDRG2/IGF1R/MMP9/HES5/NDRG4/FOXP1/EDN1/MIR182/PPARGC1A,10,Factor4
GO:0034612,response to tumor necrosis factor,12/279,243/18986,0.04938271604938271,3.360502677109606,4.5226544885450375,2.661680281389784e-4,0.017858147582277425,NA,MIR125B1/NUB1/ARHGEF2/ULK1/CASP8/AIM2/FOXP1/RFFL/TRADD/EDN1/KAT2A/HAS2,12,Factor4
GO:0051091,positive regulation of DNA-binding transcription factor activity,11/279,208/18986,0.052884615384615384,3.598807554452716,4.6024221369715175,2.663145250030117e-4,0.017858147582277425,NA,PRKD2/NOD2/ARHGEF2/TRIM14/AIM2/CAMK2A/BCL10/TRADD/EDN1/NLRP3/PPARGC1A,11,Factor4
GO:0010721,negative regulation of cell development,13/279,281/18986,0.046263345195729534,3.148228931491473,4.430576035625645,2.814080677441293e-4,0.01852081986597473,NA,LGALS1/MIR125B1/TLR3/SHB/CTNNA1/ULK2/ULK1/HES5/CEACAM1/SPP1/RTN4R/RYK/STAT5A,13,Factor4
GO:0032635,interleukin-6 production,10/279,177/18986,0.05649717514124294,3.844642893303363,4.643408195102137,2.981824349967218e-4,0.018923935249613378,NA,CX3CL1/BPI/TLR3/NOD2/ARHGEF2/TYROBP/BCL10/CD200R1/PTPN22/HLA-B,10,Factor4
GO:0032675,regulation of interleukin-6 production,10/279,177/18986,0.05649717514124294,3.844642893303363,4.643408195102137,2.981824349967218e-4,0.018923935249613378,NA,CX3CL1/BPI/TLR3/NOD2/ARHGEF2/TYROBP/BCL10/CD200R1/PTPN22/HLA-B,10,Factor4
GO:0002274,myeloid leukocyte activation,12/279,247/18986,0.048582995951417005,3.306081581124026,4.455077540652617,3.088625750017826e-4,0.01911288542995198,NA,CX3CL1/FCER1G/BPI/TLR3/IFI35/MYO18A/LAT/TYROBP/CST7/PLSCR1/CD2/FOXP1,12,Factor4
GO:0048659,smooth muscle cell proliferation,10/279,178/18986,0.056179775280898875,3.8230437759252545,4.621273105701255,3.1191540656646453e-4,0.01911288542995198,NA,CX3CL1/NDRG2/IGF1R/MMP9/HES5/NDRG4/FOXP1/EDN1/MIR182/PPARGC1A,10,Factor4
GO:0032757,positive regulation of interleukin-8 production,6/279,65/18986,0.09230769230769231,6.28155500413565,5.208968987301244,3.8113165865928867e-4,0.022958337540256134,NA,PRKD2/TLR3/SERPINE1/NOD2/BCL10/CD2,6,Factor4
GO:0046394,carboxylic acid biosynthetic process,14/279,331/18986,0.04229607250755287,2.878255314080283,4.209944065347508,4.113972687827893e-4,0.0241616892937186,NA,LTC4S/ADI1/OSBPL7/GSTM2/AGXT/CEACAM1/ELOVL1/NDUFAB1/UST/SHMT2/ASL/EDN1/GPX4/MIR182,14,Factor4
GO:0002292,T cell differentiation involved in immune response,7/279,92/18986,0.07608695652173914,5.177731026959639,4.905437683128675,4.1470541556466934e-4,0.0241616892937186,NA,FCER1G/LGALS1/SHB/FOXP1/STAT5A/SPN/NLRP3,7,Factor4
GO:0002819,regulation of adaptive immune response,11/279,221/18986,0.049773755656108594,3.3871129924260854,4.35913338573041,4.4605434709891903e-4,0.024608697275379652,NA,RSAD2/CLCF1/LGALS1/CD160/NOD2/CEACAM1/HLA-A/STAT5A/SPN/NLRP3/HLA-B,11,Factor4
GO:0071356,cellular response to tumor necrosis factor,11/279,221/18986,0.049773755656108594,3.3871129924260854,4.35913338573041,4.4605434709891903e-4,0.024608697275379652,NA,MIR125B1/ARHGEF2/ULK1/CASP8/AIM2/FOXP1/RFFL/TRADD/EDN1/KAT2A/HAS2,11,Factor4
GO:0002820,negative regulation of adaptive immune response,6/279,67/18986,0.08955223880597014,6.094045899534585,5.1010137691819475,4.4935399002573245e-4,0.024608697275379652,NA,LGALS1/CD160/NOD2/CEACAM1/STAT5A/SPN,6,Factor4
GO:0016053,organic acid biosynthetic process,14/279,334/18986,0.041916167664670656,2.8524027214388425,4.171106412510473,4.5007465472697735e-4,0.024608697275379652,NA,LTC4S/ADI1/OSBPL7/GSTM2/AGXT/CEACAM1/ELOVL1/NDUFAB1/UST/SHMT2/ASL/EDN1/GPX4/MIR182,14,Factor4
GO:0002703,regulation of leukocyte mediated immunity,12/279,258/18986,0.046511627906976744,3.165124614486955,4.2761445664537,4.5733711275582826e-4,0.024626910586882027,NA,RSAD2/CLCF1/TLR3/CD160/NOD2/CEACAM1/TYROBP/HLA-A/AP1G1/SPN/NLRP3/HLA-B,12,Factor4
GO:0031348,negative regulation of defense response,13/279,297/18986,0.04377104377104377,2.978627372892606,4.1971504280879275,4.7707689364102814e-4,0.025306437014928566,NA,AOAH/NOD2/WFDC1/CEACAM1/HLA-A/CST7/CD200R1/SLAMF8/PARP14/GIT1/SPN/NLRP3/HLA-B,13,Factor4
GO:0033574,response to testosterone,5/279,45/18986,0.1111111111111111,7.561131023496615,5.381320328797122,4.994287363146609e-4,0.026102496012680956,NA,CA9/IGF1R/SPP1/FOXP1/EDN1,5,Factor4
GO:0036315,cellular response to sterol,4/279,26/18986,0.15384615384615385,10.469258340226084,5.9004998256805274,5.287296970583658e-4,0.02684436204779189,NA,GRAMD1B/OSBPL7/MLC1/MIR182,4,Factor4
GO:0050860,negative regulation of T cell receptor signaling pathway,4/279,26/18986,0.15384615384615385,10.469258340226084,5.9004998256805274,5.287296970583658e-4,0.02684436204779189,NA,CD160/LGALS3/CEACAM1/PTPN22,4,Factor4
GO:0050878,regulation of body fluid levels,15/279,381/18986,0.03937007874015748,2.6791409138373834,4.043338710035743,5.468313000910844e-4,0.027313361265373908,NA,FCER1G/PROCR/CLIC1/VAV2/GP5/SERPINE1/DGKG/CEACAM1/SLC7A11/ST3GAL4/PLSCR1/STAT5A/EDN1/HAS2/OXTR,15,Factor4
GO:0002705,positive regulation of leukocyte mediated immunity,9/279,158/18986,0.056962025316455694,3.876276031033075,4.433659534157591,5.600982482643862e-4,0.027313361265373908,NA,RSAD2/CLCF1/CD160/NOD2/TYROBP/HLA-A/AP1G1/NLRP3/HLA-B,9,Factor4
GO:0071214,cellular response to abiotic stimulus,14/279,342/18986,0.04093567251461988,2.7856798507619107,4.069606640865918,5.687081411473464e-4,0.027313361265373908,NA,KCNE1/TLR3/BMF/ARHGEF2/IGF1R/MMP9/CASP8/BCL10/GADD45A/GUCY2D/RGR/LRRC8C/GTF2H5/NLRP3,14,Factor4
GO:0104004,cellular response to environmental stimulus,14/279,342/18986,0.04093567251461988,2.7856798507619107,4.069606640865918,5.687081411473464e-4,0.027313361265373908,NA,KCNE1/TLR3/BMF/ARHGEF2/IGF1R/MMP9/CASP8/BCL10/GADD45A/GUCY2D/RGR/LRRC8C/GTF2H5/NLRP3,14,Factor4
GO:0002367,cytokine production involved in immune response,8/279,127/18986,0.06299212598425197,4.286625462139813,4.538350931109997,5.83576018541522e-4,0.027653722265287586,NA,RSAD2/TREM1/TLR3/CD160/NOD2/HLA-A/BCL10/NLRP3,8,Factor4
GO:0030098,lymphocyte differentiation,16/279,426/18986,0.03755868544600939,2.5558752755481517,3.9663946381277193,6.000842948458708e-4,0.02806183663002927,NA,RSAD2/FCER1G/CLCF1/LGALS1/SHB/MFNG/FANCD2/CD2/SLAMF8/PTPN22/FOXP1/STAT5A/MMP14/KAT2A/SPN/NLRP3,16,Factor4
GO:0035458,cellular response to interferon-beta,4/279,27/18986,0.14814814814814814,10.081508031328818,5.766834253643315,6.13561649427486e-4,0.028162698443641186,NA,TLR3/IFNAR1/AIM2/CAMK2A,4,Factor4
GO:0002449,lymphocyte mediated immunity,15/279,386/18986,0.038860103626943004,2.644437015989749,3.986206138452034,6.25306245033534e-4,0.028162698443641186,NA,RSAD2/FCER1G/CLCF1/C1RL/CD160/NOD2/IL21R/CEACAM1/HLA-A/BCL10/CD2/AP1G1/SPN/NLRP3/HLA-B,15,Factor4
GO:0048671,negative regulation of collateral sprouting,3/279,12/18986,0.25,17.012544802867385,6.7760540581220505,6.260138370983831e-4,0.028162698443641186,NA,ULK2/ULK1/SPP1,3,Factor4
GO:0035710,"CD4-positive, alpha-beta T cell activation",8/279,129/18986,0.06201550387596899,4.220166152649273,4.481693629622131,6.471694695110461e-4,0.02875050368302822,NA,RSAD2/LGALS1/SHB/CD160/FOXP1/STAT5A/SPN/NLRP3,8,Factor4
GO:0046631,alpha-beta T cell activation,10/279,196/18986,0.05102040816326531,3.4719479189525275,4.248242421286838,6.651716810241028e-4,0.029066801676915822,NA,RSAD2/LGALS1/SHB/CD160/LGALS3/HLA-A/FOXP1/STAT5A/SPN/NLRP3,10,Factor4
GO:0050729,positive regulation of inflammatory response,9/279,162/18986,0.05555555555555555,3.7805655117483075,4.340502505074485,6.706465215270392e-4,0.029066801676915822,NA,CX3CL1/LGALS2/LGALS1/TLR3/SERPINE1/IFI35/AIM2/TRADD/NLRP3,9,Factor4
GO:0002706,regulation of lymphocyte mediated immunity,10/279,198/18986,0.050505050505050504,3.4368777379530067,4.209508483634394,7.194123383908722e-4,0.030261020808269135,NA,RSAD2/CLCF1/CD160/NOD2/CEACAM1/HLA-A/AP1G1/SPN/NLRP3/HLA-B,10,Factor4
GO:1903035,negative regulation of response to wounding,7/279,101/18986,0.06930693069306931,4.716349054260266,4.573240274357818,7.280933821276104e-4,0.030261020808269135,NA,SERPINE1/WFDC1/CEACAM1/SPP1/RTN4R/GIT1/EDN1,7,Factor4
GO:0030010,establishment of cell polarity,9/279,164/18986,0.054878048780487805,3.7344610542879626,4.295029103820837,7.322588040267714e-4,0.030261020808269135,NA,FEZ1/IGF1R/MAPRE1/HES5/MYO18A/DCTN1/UST/ANKFN1/SKA3,9,Factor4
GO:2001236,regulation of extrinsic apoptotic signaling pathway,9/279,164/18986,0.054878048780487805,3.7344610542879626,4.295029103820837,7.322588040267714e-4,0.030261020808269135,NA,CX3CL1/SERPINE1/ARHGEF2/CTNNA1/BCL2L14/LGALS3/BCL10/RFFL/ITM2C,9,Factor4
GO:0042269,regulation of natural killer cell mediated cytotoxicity,5/279,49/18986,0.10204081632653061,6.943895837905055,5.087670419251972,7.43140198532789e-4,0.030357704202132553,NA,CD160/CEACAM1/HLA-A/AP1G1/HLA-B,5,Factor4
GO:0007259,cell surface receptor signaling pathway via JAK-STAT,8/279,132/18986,0.06060606060606061,4.124253285543609,4.398825952729224,7.529361310591377e-4,0.03040835238391108,NA,CLCF1/PTK6/IFNAR1/HES5/CAMK2A/GADD45A/STAT5A/PARP14,8,Factor4
GO:0030101,natural killer cell activation,7/279,102/18986,0.06862745098039216,4.670110338042027,4.538763360320237,7.721042896569776e-4,0.030489540504898868,NA,CD160/CASP8/IL21R/TYROBP/CD2/PTPN22/AP1G1,7,Factor4
GO:0043367,"CD4-positive, alpha-beta T cell differentiation",7/279,102/18986,0.06862745098039216,4.670110338042027,4.538763360320237,7.721042896569776e-4,0.030489540504898868,NA,RSAD2/LGALS1/SHB/FOXP1/STAT5A/SPN/NLRP3,7,Factor4
GO:0032496,response to lipopolysaccharide,14/279,354/18986,0.03954802259887006,2.691250025312355,3.922699486549622,7.959737558403994e-4,0.031086711299525054,NA,CX3CL1/BPI/IFNAR1/SERPINE1/NOD2/MMP9/CASP8/BCL10/PTPN22/FOXP1/GIT1/EDN1/GPX4/NLRP3,14,Factor4
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,15/279,400/18986,0.0375,2.5518817204301074,3.8309014167653648,8.979621973855543e-4,0.03468867010335065,NA,RSAD2/FCER1G/CLCF1/LGALS1/KLHL6/C1RL/NOD2/IL21R/CEACAM1/HLA-A/BCL10/STAT5A/SPN/NLRP3/HLA-B,15,Factor4
GO:0002708,positive regulation of lymphocyte mediated immunity,8/279,136/18986,0.058823529411764705,4.002951718321737,4.292076517546798,9.151455885232789e-4,0.034822022316494845,NA,RSAD2/CLCF1/CD160/NOD2/HLA-A/AP1G1/NLRP3/HLA-B,8,Factor4
