gene
SPINK4_METH
GNG12_METH
CA5A_METH
LHX3_METH
MIR1180_METH
HSPA6_METH
ENPEP_METH
SYT6_METH
TBC1D9B_METH
MTMR6_METH
SYNGR2_METH
SEL1L3_METH
SLN_METH
CACNG1_METH
FGFR3_METH
FZD6_METH
IL6_METH
BDH1_METH
VCAM1_METH
IGFL4_METH
COL19A1_METH
FBXO27_METH
TRIP11_METH
FRK_METH
NPHS1_METH
RRAD_METH
ESRRB_METH
GIP_METH
MARVELD1_METH
TMEM156_METH
CTNNA3_METH
ACOT12_METH
COL9A2_METH
VIPR2_METH
TMEM114_METH
CNGA4_METH
USP18_METH
IL12RB2_METH
LZTS2_METH
ABCA5_METH
MIR199B_METH
ADPRH_METH
SCARNA3_METH
RAX2_METH
MPP4_METH
NR4A1_METH
TMEM106A_METH
FXN_METH
MIR33B_METH
LCP2_METH
RAD54L2_METH
PLAUR_METH
C2CD4A_METH
NEUROD6_METH
KCNN1_METH
MDFIC_METH
RARRES1_METH
GSX2_METH
NINJ2_METH
SLC16A11_METH
RAB27B_METH
GSTP1_METH
RNF222_METH
APCDD1_METH
AKR7A3_METH
KLHL14_METH
SEMA6B_METH
NIPAL4_METH
ICA1_METH
CLSTN1_METH
HBZ_METH
ACTN2_METH
GIPC2_METH
SLC12A3_METH
S1PR4_METH
CYP3A4_METH
CATSPER3_METH
NOX3_METH
MS4A2_METH
CATSPER4_METH
C16orf89_METH
DNAI2_METH
MYO15B_METH
FOLR2_METH
POMC_METH
CALHM2_METH
GRB7_METH
RBP7_METH
NPM2_METH
ACSBG2_METH
CUL7_METH
IPO5_METH
ZNF296_METH
OR2F1_METH
SLC22A1_METH
ERMP1_METH
MBP_METH
LDB2_METH
CTSW_METH
C6orf141_METH
MAS1_METH
NID2_METH
DSG3_METH
MPV17L_METH
CLMN_METH
WFIKKN2_METH
C22orf31_METH
ASB4_METH
RTBDN_METH
C3orf62_METH
MIA_METH
MIR577_METH
IFNGR2_METH
GAMT_METH
SLC4A1_METH
PLA2G1B_METH
TLR6_METH
MIR32_METH
IL17B_METH
CYP4F3_METH
DENND1B_METH
ALDH1A1_METH
DENND1C_METH
MTSS1_METH
LAIR1_METH
NLRC4_METH
KRT222_METH
PNMT_METH
HTR3B_METH
SNORD109B_METH
B3GNT7_METH
SCGB3A1_METH
NXT2_METH
KCNJ13_METH
RAPGEFL1_METH
ALDH8A1_METH
EGLN1_METH
IGFL2_METH
MIR641_METH
TOM1L1_METH
EAPP_METH
CYP27A1_METH
BTC_METH
OTOR_METH
GRIP2_METH
CNTN2_METH
SLC4A11_METH
MIR604_METH
KLHL35_METH
PROM1_METH
CEP78_METH
FGF20_METH
TP53AIP1_METH
GPR84_METH
SNORD89_METH
TRIM63_METH
FOXI1_METH
HLA-F_METH
CRIP3_METH
NUP210L_METH
PRAME_METH
CD80_METH
HNF1A_METH
MGAT3_METH
COL17A1_METH
TLR8_METH
TUBB6_METH
ZNF536_METH
TMEM184A_METH
DRD4_METH
CER1_METH
SLA2_METH
SP6_METH
CIITA_METH
ETV7_METH
MUC6_METH
CHAD_METH
SALL4_METH
COL8A1_METH
ROS1_METH
ODF4_METH
LRP5_METH
SLC6A12_METH
ARHGAP29_METH
CPNE2_METH
SLC45A3_METH
RHAG_METH
CXCR1_METH
OBP2A_METH
KRTAP5-6_METH
ACY3_METH
AHSG_METH
KRT5_METH
PXDNL_METH
PGLYRP1_METH
FGFR4_METH
DPP7_METH
TMEM130_METH
ENTHD1_METH
DIRC3_METH
LIPC_METH
LDHD_METH
GNG8_METH
ACRV1_METH
LLGL2_METH
PLD6_METH
ALS2CL_METH
C1QTNF8_METH
SLC6A11_METH
ASAH2_METH
PCBD1_METH
ASIP_METH
FKBP9_METH
NR1I3_METH
ZNRF4_METH
UNC93B1_METH
EPS8L1_METH
ADH1A_METH
GRPR_METH
PITPNM1_METH
CYP3A7_METH
BTBD2_METH
LBX2_METH
TEX19_METH
TMEM89_METH
HSD11B2_METH
SIAH3_METH
LMOD2_METH
TMEM26_METH
IGF1_METH
MT1G_METH
ZNF165_METH
NPPB_METH
SPATA21_METH
VWA3A_METH
RNF20_METH
FGD5_METH
TRPV5_METH
PFKP_METH
OXGR1_METH
PRODH_METH
CAPN13_METH
CLEC2D_METH
P2RY2_METH
MYOZ2_METH
GRK7_METH
SLC17A9_METH
TMPRSS6_METH
LCN12_METH
TGIF2_METH
RPP25_METH
RAB38_METH
MMP15_METH
APOD_METH
GPR153_METH
MIR598_METH
SCAPER_METH
SBSN_METH
APOBEC4_METH
NEFH_METH
SPEG_METH
CACNG8_METH
PICK1_METH
SECTM1_METH
SLAMF9_METH
TSKS_METH
PALM3_METH
SLC16A5_METH
SLCO2A1_METH
STEAP1_METH
NME2_METH
SAA1_METH
CCR2_METH
C4BPB_METH
LTK_METH
SREBF1_METH
F2RL3_METH
TACR2_METH
KRT34_METH
SLC38A1_METH
FAAH2_METH
MYADML2_METH
VSX2_METH
HTR1D_METH
EPDR1_METH
HHIPL1_METH
HRH2_METH
ABCG2_METH
SYTL3_METH
GLIS2_METH
CYP4F12_METH
RAB11FIP4_METH
ZNF467_METH
FSHR_METH
ADAM11_METH
CLDN6_METH
RASGRP2_METH
C3_METH
PIP5KL1_METH
GPR20_METH
