ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,Factor
GO:0030048,actin filament-based movement,11/275,129/13960,0.08527131782945736,4.328682170542636,5.384079872024296,4.835612939437231e-5,0.006325698111886036,NA,SCN3B/FGF12/CAV1/KCND3/RYR2/KCNA5/KCNH2/CACNA1G/PDPN/PKP2/MYO5C,11,F11
GO:0003197,endocardial cushion development,7/275,50/13960,0.14,7.106909090909091,6.132167256756459,5.1618782683585274e-5,0.006511340729943685,NA,SOX9/TGFB2/HEY2/JAG1/ISL1/MSX2/BMPR2,7,F11
GO:1903524,positive regulation of blood circulation,6/275,35/13960,0.17142857142857143,8.702337662337664,6.467405231882181,5.5552155582251305e-5,0.006765869431603848,NA,SCN3B/TGFB2/RYR2/HEY2/ADM/ADA,6,F11
GO:0010273,detoxification of copper ion,4/275,12/13960,0.3333333333333333,16.921212121212122,7.821352903322615,6.438497898592593e-5,0.007106492055571575,NA,MT1X/MT1M/MT1E/MT1F,4,F11
GO:0060413,atrial septum morphogenesis,4/275,12/13960,0.3333333333333333,16.921212121212122,7.821352903322615,6.438497898592593e-5,0.007106492055571575,NA,TGFB2/HEY2/ISL1/BMPR2,4,F11
GO:1990169,stress response to copper ion,4/275,12/13960,0.3333333333333333,16.921212121212122,7.821352903322615,6.438497898592593e-5,0.007106492055571575,NA,MT1X/MT1M/MT1E/MT1F,4,F11
GO:0086065,cell communication involved in cardiac conduction,7/275,52/13960,0.1346153846153846,6.833566433566433,5.9741287577438404,6.685609027381971e-5,0.007155627601428218,NA,SCN3B/TBX18/CAV1/RYR2/KCNA5/CACNA1G/PKP2,7,F11
GO:0010460,positive regulation of heart rate,5/275,23/13960,0.21739130434782608,11.035573122529645,6.827984826849319,7.1949173663638e-5,0.007474249452352041,NA,SCN3B/RYR2/HEY2/ADM/ADA,5,F11
GO:0030198,extracellular matrix organization,17/275,295/13960,0.0576271186440678,2.9253620955315873,4.7379416435041755,7.826281608345349e-5,0.007897836183050221,NA,COL12A1/ADAMTS1/NID1/FBLN5/SOX9/MMP28/CAV1/TGFB2/COL5A3/MATN3/COL13A1/ADAMTS20/ITGA2/ANXA2/SLC39A8/PDPN/AEBP1,17,F11
GO:0043062,extracellular structure organization,17/275,296/13960,0.057432432432432436,2.9154791154791155,4.721776753969881,8.158290500040047e-5,0.007902984032063095,NA,COL12A1/ADAMTS1/NID1/FBLN5/SOX9/MMP28/CAV1/TGFB2/COL5A3/MATN3/COL13A1/ADAMTS20/ITGA2/ANXA2/SLC39A8/PDPN/AEBP1,17,F11
GO:0010959,regulation of metal ion transport,19/275,356/13960,0.05337078651685393,2.7092951991828396,4.631054157764388,8.360404126807544e-5,0.007902984032063095,NA,SCN3B/FGF12/CAV1/ADRB2/TRPC6/RYR2/DPP10/MS4A1/ACE/DPP6/PACSIN3/KCNA5/KCNH2/SNCA/GRM6/UCP2/STC2/KCNIP3/PKP2,19,F11
GO:0045229,external encapsulating structure organization,17/275,297/13960,0.05723905723905724,2.9056626874808695,4.705679244371758,8.502644202106388e-5,0.007902984032063095,NA,COL12A1/ADAMTS1/NID1/FBLN5/SOX9/MMP28/CAV1/TGFB2/COL5A3/MATN3/COL13A1/ADAMTS20/ITGA2/ANXA2/SLC39A8/PDPN/AEBP1,17,F11
GO:0003209,cardiac atrium morphogenesis,5/275,25/13960,0.2,10.152727272727272,6.492891403994603,1.0999829207548238e-4,0.009961896605400098,NA,TGFB2/HEY2/ISL1/BMPR2/WNT2,5,F11
GO:0001508,action potential,12/275,167/13960,0.0718562874251497,3.6476864452912356,4.879401093966578,1.172806229434615e-4,0.010355879005907651,NA,SCN3B/FGF12/TBX18/CAV1/GNA14/KCND3/NPR2/RYR2/KCNA5/KCNH2/CACNA1G/PKP2,12,F11
GO:0055008,cardiac muscle tissue morphogenesis,7/275,58/13960,0.1206896551724138,6.126645768025078,5.545998716349137,1.3587836279330522e-4,0.011705423838681806,NA,S1PR1/TGFB2/RYR2/HEY2/ISL1/WNT2/PKP2,7,F11
GO:0003206,cardiac chamber morphogenesis,10/275,122/13960,0.08196721311475409,4.160953800298062,4.970871084602663,1.4809732395962104e-4,0.012454279719651943,NA,ADAMTS1/TGFB2/RYR2/HEY2/JAG1/ISL1/MSX2/BMPR2/WNT2/PKP2,10,F11
GO:0086019,cell-cell signaling involved in cardiac conduction,5/275,27/13960,0.18518518518518517,9.400673400673401,6.1936229587225435,1.6184007461636255e-4,0.01329346845453471,NA,SCN3B/TBX18/RYR2/KCNA5/CACNA1G,5,F11
GO:0061383,trabecula morphogenesis,6/275,44/13960,0.13636363636363635,6.9223140495867765,5.5773983182218485,2.0827026621574108e-4,0.01650639518874016,NA,ADAMTS1/S1PR1/TGFB2/CHAD/HEY2/MSX2,6,F11
GO:0031644,regulation of nervous system process,9/275,104/13960,0.08653846153846154,4.393006993006993,4.923269239122174,2.1030231695733496e-4,0.01650639518874016,NA,LRRK2/FGF12/WNT7A/ADRB2/RELN/GRIN2C/ITGA2/CBLN1/RIMS2,9,F11
GO:0048565,digestive tract development,10/275,128/13960,0.078125,3.965909090909091,4.7784982307650505,2.1985017754695384e-4,0.016880670154257413,NA,ZIC3/SOX9/CCKBR/TGFB2/NPR2/PDX1/PYY/NPY/PKDCC/ADA,10,F11
GO:0001570,vasculogenesis,8/275,83/13960,0.0963855421686747,4.892880613362541,5.042355213625911,2.251543861693224e-4,0.016920112594681846,NA,CAV1/FZD4/WNT7A/ZFP36L1/NPR2/HEY2/CUL7/ADM,8,F11
GO:0048732,gland development,20/275,422/13960,0.04739336492890995,2.405859543300301,4.157114663631769,2.6932355178466914e-4,0.01981772468548857,NA,ZIC3/SOX9/CCKBR/ID4/CAV1/FRZB/TGFB2/CCNB2/NR0B1/TNC/INSM1/PDX1/ITGA2/PITX1/UCP2/ISL1/MSX2/WNT2/FOXA1/ADA,20,F11
GO:0060537,muscle tissue development,19/275,397/13960,0.047858942065491183,2.429493931760934,4.096102240468815,3.3889908105210273e-4,0.024137778997654676,NA,ZIC3/SOX9/NOX4/TBX18/S1PR1/CAV1/TGFB2/NPR2/RYR2/HEY2/PITX1/DMRTA2/CACNA1G/MEOX2/ISL1/MSX2/NR4A1/WNT2/PKP2,19,F11
GO:0060485,mesenchyme development,16/275,303/13960,0.052805280528052806,2.680588058805881,4.192528587594601,3.417012881887695e-4,0.024137778997654676,NA,ZIC3/SOX9/FRZB/KITLG/ZFP36L1/TGFB2/WWTR1/HEY2/JAG1/CUL7/ISL1/PDPN/MSX2/BMPR2/WNT2/FOXA1,16,F11
GO:0060415,muscle tissue morphogenesis,7/275,68/13960,0.10294117647058823,5.225668449197861,4.951520569325507,3.7061960438223695e-4,0.025667224366236488,NA,S1PR1/TGFB2/RYR2/HEY2/ISL1/WNT2/PKP2,7,F11
GO:0055123,digestive system development,10/275,137/13960,0.072992700729927,3.705374917053749,4.51084275740338,3.807061007629447e-4,0.025858729767206167,NA,ZIC3/SOX9/CCKBR/TGFB2/NPR2/PDX1/PYY/NPY/PKDCC/ADA,10,F11
GO:0034765,regulation of monoatomic ion transmembrane transport,16/275,307/13960,0.05211726384364821,2.645661830026651,4.133013638354602,3.950192979995846e-4,0.026324682274236472,NA,SCN3B/ARC/FGF12/CAV1/TRPC6/RYR2/DPP10/MS4A1/DPP6/RELN/GRIN2C/KCNH2/SNCA/GRM6/UCP2/KCNIP3,16,F11
GO:0010038,response to metal ion,16/275,309/13960,0.05177993527508091,2.6285378052368347,4.103608784967714,4.2426694187489976e-4,0.027248240827154244,NA,LRRK2/MT1X/THBS1/ITPKB/CAV1/MT1M/RYR2/MT1E/PDX1/NDRG1/MT1F/MAP1LC3A/SNCA/CACNA1G/SLC39A8/UCP2,16,F11
GO:0006882,intracellular zinc ion homeostasis,5/275,33/13960,0.15151515151515152,7.691460055096418,5.455319257823438,4.320219383693765e-4,0.027248240827154244,NA,MT1X/MT1M/MT1E/MT1F/SLC39A8,5,F11
GO:0060317,cardiac epithelial to mesenchymal transition,5/275,33/13960,0.15151515151515152,7.691460055096418,5.455319257823438,4.320219383693765e-4,0.027248240827154244,NA,TGFB2/HEY2/JAG1/MSX2/WNT2,5,F11
GO:0071294,cellular response to zinc ion,4/275,19/13960,0.21052631578947367,10.687081339712918,5.989545700475876,4.521564074464499e-4,0.02801783212457651,NA,MT1X/MT1M/MT1E/MT1F,4,F11
GO:0003007,heart morphogenesis,14/275,252/13960,0.05555555555555555,2.82020202020202,4.133366489857331,4.8228178745900375e-4,0.02934151757895813,NA,ADAMTS1/ZIC3/SOX9/S1PR1/TGFB2/RYR2/HEY2/JAG1/ISL1/MSX2/MICAL2/BMPR2/WNT2/PKP2,14,F11
GO:0003230,cardiac atrium development,5/275,34/13960,0.14705882352941177,7.4652406417112305,5.350348327162422,4.984402759732412e-4,0.02934151757895813,NA,TGFB2/HEY2/ISL1/BMPR2/WNT2,5,F11
GO:2000463,positive regulation of excitatory postsynaptic potential,5/275,34/13960,0.14705882352941177,7.4652406417112305,5.350348327162422,4.984402759732412e-4,0.02934151757895813,NA,WNT7A/ADRB2/RELN/GRIN2C/RIMS2,5,F11
GO:0034762,regulation of transmembrane transport,19/275,412/13960,0.04611650485436893,2.341041482789056,3.916736235812131,5.350031235178882e-4,0.030977557905986577,NA,SCN3B/ARC/FGF12/THBS1/CAV1/TRPC6/RYR2/DPP10/MS4A1/ACE/DPP6/RELN/GRIN2C/KCNH2/SNCA/GRM6/PRKCB/UCP2/KCNIP3,19,F11
GO:0003215,cardiac right ventricle morphogenesis,4/275,20/13960,0.2,10.152727272727272,5.806377023912145,5.564964569599291e-4,0.031199134698134436,NA,TGFB2/HEY2/JAG1/ISL1,4,F11
GO:0003283,atrial septum development,4/275,20/13960,0.2,10.152727272727272,5.806377023912145,5.564964569599291e-4,0.031199134698134436,NA,TGFB2/HEY2/ISL1/BMPR2,4,F11
GO:0003161,cardiac conduction system development,5/275,35/13960,0.14285714285714285,7.251948051948052,5.24955971981534,5.722549627050731e-4,0.031558001813747044,NA,TBX18/HEY2/CACNA1G/ISL1/MSX2,5,F11
GO:0008015,blood circulation,21/275,482/13960,0.043568464730290454,2.2116937004903807,3.8377328782738305,5.807673040468737e-4,0.031558001813747044,NA,SCN3B/AGTRAP/FGF12/TBX18/CAV1/KCND3/TGFB2/ADRB2/NPR2/RYR2/ACE/KCNA5/KCNH2/HEY2/CACNA1G/NPY/ISL1/BMPR2/PKP2/ADM/ADA,21,F11
GO:0003002,regionalization,18/275,387/13960,0.046511627906976744,2.361099365750529,3.84927101297094,6.765640598199761e-4,0.036206428170972055,NA,ARC/ZIC3/TBX18/WNT7A/EMX2/RELN/PGAP1/HEY2/DMRTA2/MEOX2/ISL1/MSX2/OTX1/MICAL2/BMPR2/WNT2/DDIT3/FOXA1,18,F11
GO:0002065,columnar/cuboidal epithelial cell differentiation,9/275,123/13960,0.07317073170731707,3.7144124168514407,4.2862600676547915,7.285074326204895e-4,0.03798640201725798,NA,SOX9/CAV1/INSM1/PDX1/NKX6-1/JAG1/PYY/NPY/FOXA1,9,F11
GO:0048644,muscle organ morphogenesis,7/275,76/13960,0.09210526315789473,4.675598086124402,4.554582886955938,7.313350331748423e-4,0.03798640201725798,NA,S1PR1/TGFB2/RYR2/HEY2/ISL1/WNT2/PKP2,7,F11
GO:0009952,anterior/posterior pattern specification,12/275,206/13960,0.05825242718446602,2.9571050308914386,4.011477246458832,7.998233116464981e-4,0.04094168024254248,NA,ARC/ZIC3/TBX18/EMX2/PGAP1/HEY2/MEOX2/MSX2/OTX1/BMPR2/WNT2/DDIT3,12,F11
GO:0060070,canonical Wnt signaling pathway,15/275,297/13960,0.050505050505050504,2.563820018365473,3.861562411175321,8.24403768325948e-4,0.04159705871038926,NA,LRRK2/NID1/SOX9/TBX18/CAV1/FRZB/FZD4/WNT7A/IGFBP2/WWTR1/TMEM196/ISL1/FZD9/WNT2/DDIT3,15,F11
GO:0048863,stem cell differentiation,13/275,237/13960,0.05485232067510549,2.784503260452628,3.9276979929349203,8.578573351902559e-4,0.04267538180129555,NA,ZIC3/SOX9/FRZB/WNT7A/KITLG/TGFB2/ACE/PDX1/DMRTA2/JAG1/ISL1/MSX2/FOXA1,13,F11
GO:0003203,endocardial cushion morphogenesis,5/275,39/13960,0.1282051282051282,6.508158508158508,4.882863860938684,9.518943583368991e-4,0.046695706578415666,NA,SOX9/TGFB2/HEY2/ISL1/MSX2,5,F11
GO:0003177,pulmonary valve development,4/275,23/13960,0.17391304347826086,8.828458498023714,5.326312228459142,9.708998903046689e-4,0.04674589810073612,NA,TGFB2/HEY2/JAG1/BMPR2,4,F11
GO:0043010,camera-type eye development,16/275,334/13960,0.04790419161676647,2.4317909635274906,3.754393228451952,9.793874460516628e-4,0.04674589810073612,NA,SIX5/SOX9/BARHL2/FZD4/WNT7A/DIO3/TGFB2/MAB21L1/SAMD11/EFEMP1/MEGF11/GRM6/CRYBA2/JAG1/BMPR2/WNT2,16,F11
GO:0060079,excitatory postsynaptic potential,8/275,104/13960,0.07692307692307693,3.904895104895105,4.215016574466923,0.001031306384354164,0.04829101999441318,NA,LRRK2/WNT7A/ADRB2/RELN/GRIN2C/CBLN1/SNCA/RIMS2,8,F11
GO:0070613,regulation of protein processing,6/275,59/13960,0.1016949152542373,5.162403697996918,4.5416983147360215,0.0010391046204913368,0.04829101999441318,NA,LRRK2/THBS1/PLAU/RFX4/CHAC1/ANXA2,6,F11
GO:0098754,detoxification,9/275,130/13960,0.06923076923076923,3.514405594405595,4.082883800937324,0.0010819963819619328,0.049631314559604504,NA,FBLN5/MT1X/CYGB/SLC22A5/MT1M/MT1E/MT1F/SLC39A8/ABCB1,9,F11
